DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Sprig Cafe,77 Beale St,Sprig Cafe,DiGV0fdhrOBrsi5235uxSw,$$,3,8,Cafes,FALSE,77 Beale St
J-Shack Llc,1350 Scott St Apt A,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Uno Dos Taco,595 Market St,Uno Dos Tacos,XwN8iZohq2qkfM0rPqzDOQ,$,4,766,Mexican,FALSE,595 Market St
Ha Tien Cove,1650 Holloway Ave West Plz Alcove B,Ha Tien Cove,V84MarXW0IP4yN_biqMHIw,$,3.5,44,Vietnamese,FALSE,1650 Holloway Ave
Schroeder's,240 Front St,Schroeder's,2USnBBbZ9MlyQAa2XdAVJg,$$,3.5,475,Pubs,FALSE,240 Front St
Il Casaro Pizze Mozzarella Bar,348 Columbus Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Eat Me Naturaw,3116 16th St Apt 25,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Kowloon Tong Dessert Cafe,393 7th Ave,Kulu Desserts,E4T4XR3zG8wVu4vqzCokyQ,$,3.5,353,Desserts,FALSE,806 62nd St
Devil's Teeth Inc,3876 Noriega St,Bakesale Betty,PkLfjhJ_XExjwARO1RkQIw,$$,4,4194,Bakeries,FALSE,5098 Telegraph Ave
Crumble & Whisk,2948 Folsom St,Crumble & Whisk,cD_fuMsPpcUhFNT6V7xp5g,$$,5,89,Desserts,FALSE,"East Bay Area, CA 94710"
Sweet Bean Foods,57 Chattanooga St,U :Dessert Story,aVskw5NKrs7ibAQ54E_bZw,$$,4.5,1275,Desserts,FALSE,3489 16th St
Long Bridge Pizza Company,2347 3rd St,V Pizza,cFcLiM8NjttXTGpPLygo5w,$$,4.5,585,Pizza,FALSE,1406 Hendricks Ave
Tender,854 Geary St,Tender,_oIN_fQr9HfDg6BpEwRZ0g,$$,4.5,85,Wine Bars,FALSE,854 Geary St
Bi-Rite Catering Llc,1970 Innes Ave,Left Coast Catering,hgBlKqq77oH9mJ_DD70X5w,No record in Yelp,5,58,Caterers,FALSE,1400 Yosemite Ave
Souvla Llc,517 Hayes St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Union St Coffee Roastery Inc,2191 Union St,Dana Street Roasting Company,07EoYzpl0cTz0oCnId0hOA,$,4,562,Coffee & Tea,FALSE,744 W Dana St
Sh Dream Inc,253 Church St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Abv,3174 16th St,ABV,pgPxVAuijQ5Zwq5QKzWifA,$$,4,587,Cocktail Bars,FALSE,3174 16th St
Lobsta Truck,410 Minna St,Lobsta Truck,9CRgkumAyVRAEmIlQ4h_EQ,$$,3,244,Food Trucks,FALSE,"San Francisco, CA 90012"
Grubbin',1404 Taraval St,Grubbin',3yPTDS6aWaMi4tNHZcf5rw,$,4.5,476,Sandwiches,FALSE,1404 Taraval St
Old Shanghai Restaurant,5145 Geary Blvd,Old Town Shanghai,So1CNLGj2Zn7zt7xrlHRcA,$$,4,127,Shanghainese,FALSE,251 S Mary Ave
Kahnfections,1501 Cortland Ave,Kahnfections,u1XwNjU75q7q6JHm7iQTvA,$$,4.5,93,Bakeries,FALSE,3321 20th St
San Ramon Cc Gocc #040,245 Market St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Twirl And Dip Soft Serve,887 Rhode Island St #A,Mr. and Mrs. Miscellaneous,YzA3ocJ0XvsTuD18qr2ctg,$,4.5,1424,Ice Cream & Frozen Yogurt,FALSE,699 22nd St
Twirl And Dip Ice Lollies,887 Rhode Island St #A,Mr. and Mrs. Miscellaneous,YzA3ocJ0XvsTuD18qr2ctg,$,4.5,1424,Ice Cream & Frozen Yogurt,FALSE,699 22nd St
Brisas De Vallarta,4697 Mission St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Pollo,2823 Mission St,Pollo Campero,y898c085IH4isLVsnwQ4IA,$$,3,253,Latin American,FALSE,2740 Mission St
Diamond Cafe,751 Diamond St,Diamond Cafe,TK-AfnulnF5yvL5aRFhniA,$$,4.5,135,Cafes,FALSE,751 Diamond St
Bacio Bistronomia,2367 Market St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Beso Bistronomia,4058 18th St,Beso Bistronomia,ocxezQoR99x-71ZKavwJbw,$$,4,387,Tapas/Small Plates,TRUE,4058A 18th St
Ap's Cafe,4108 24th St,Jimmy P's Butcher Shop & Cafe,iF05L6rg-fiTSlUvUpogDw,$$,4.5,37,Butcher,FALSE,25010 Bernwood Dr
City Spirits,587 Post St,City Wines and Spirits,C6tom047eS3698Zh_dJ0pw,No record in Yelp,3.5,4,"Beer, Wine & Spirits",FALSE,805 Howard St
Mama's Cookies,83 Water St,Doughlicious Edible Cookie Dough,L_gTODob9S0KUsj7-4GnNA,No record in Yelp,4,27,Desserts,FALSE,966 State St
Colleen Yerge,83 Water St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Caffe Sapore,790 Lombard St,Caffe Sapore,9gUo1l1Ms159F7-t87y8eA,$,4,304,Sandwiches,FALSE,790 Lombard St
Phat Philly,3388 24th St,Phat Philly,UU10C7_zKoZZzAvOvz96oQ,$$,4,1015,Sandwiches,FALSE,3388 24th St
Golden Era Vegan Restaurant,395 Golden Gate Ave,Golden Era Vegan Restaurant,ww-HKAff5xmQbiXgO-KcSQ,$$,4.5,637,Vegan,FALSE,395 Golden Gate Ave
Made In China Restaurant,1033 Taraval St,Dumpling Kitchen,BI40rGhpngLNPacrjWpseQ,$$,4,1499,Chinese,FALSE,1935 Taraval St
Bay Area Bbq & Grilling School,751 13th St Bldg 264,"The Art of Thai Cooking, by Thai Food and Travel",BIKzsaazkbocMfXHExI9ew,No record in Yelp,5,42,Cooking Schools,FALSE,"Oakland, CA 94620"
Two X Sea,Pier 45 Shed D3,Oakland International Airport,QY1pr7Y2ju1UGP2d1_GU9g,No record in Yelp,3.5,1958,Airports,FALSE,1 Airport Dr
Buffalo Theory,1735 Polk St,Loló,1hMD7RQogPDWpE-p3LKjXA,$$,4,2151,Tapas/Small Plates,FALSE,974 Valencia St
New Cheung Hing Restaurant,2339 Noriega St,Cheung Hing,sAh7HSFXR9qnuH3kT3koeQ,$,4,653,Chinese,FALSE,2339 Noriega St
Wetzel's Pretzels,865 Market St Ste 9008,Wetzel's Pretzels,UfPeiZOEq2uNst6dlWG7Tw,$,2,23,Pretzels,FALSE,865 Market St
Brewcade,2200 Market St #B,The Detour,baBm-bI_vUV2BmWe-ZdkgA,$$,4,322,Bars,FALSE,2200 Market St
Little Apple Granola,1 Ferry Bldg 50,Three Babes Bakeshop,z8ISF7ReMh0SXccAAPoGZA,$$,4.5,137,Desserts,FALSE,1 Ferry Bldg
Eight Am,1323 Columbus Ave,Eight AM,4-ra3RxOy1PpvnaK49dy8w,$$,4.5,1280,American (New),FALSE,1323 Columbus Ave
The Holding Company,2 Embarcadero Ctr,Holding Company,TYVksaZEROJIyc8PrQPRNA,No record in Yelp,4,2,Bars,TRUE,2 Embarcadero Ctr
The Clay Pot House,1000 Clement St,The Claypot House,VxIUv34ZFxKQYRsyFzWPKg,$$,3.5,162,Chinese,FALSE,1000 Clement St
Desipop,625 Arguello Blvd Apt 303,Spice Corner,JzP6xD8KdHT2r8S2drBmgQ,No record in Yelp,2.5,7,Grocery,FALSE,3700 Dublin Blvd
Sharetea,5336 Geary Bl,Sharetea,ZEZBX5AtYDFa1KhNPLCB5g,$,3,108,Bubble Tea,FALSE,865 Market St
Belly Burgers,5740 Geary Blvd,Belly,rE4ZPbMuRMiPbgsJmFIVlw,$,4,385,Burgers,FALSE,5740 Geary Blvd
Theodore's,281 Downey St,"Theodore Uyemoto, DDS",FQYFAt2_zGJ5QjAG2WuSmQ,No record in Yelp,5,3,General Dentistry,FALSE,1622 Post St
Events By The Cheshire Cat,101 Horne Ave 1501,Events by The Cheshire Cat,fabRW_4N1auvxP9t5UR3gw,No record in Yelp,4.5,3,Caterers,FALSE,Hunter's Point Naval Shipyard
Urban Putt,1096 Van Ness Ave,Urban Putt,fPYCsVL3s0vM13jJeOWAig,$$,4.5,1378,Mini Golf,FALSE,1096 S Van Ness Ave
Yakini-Q Cafe,1640 Post St Fl 1,YakiniQ Cafe,rCpCBeWQ8NNI_q6kq6JlQQ,$$,4,676,Bakeries,FALSE,1640 Post St
Gilberts Public House,469 Castro St,a Mano,XhJ6ZYagcWNHpJ1H1KvNlQ,$$,4,859,Italian,FALSE,450 Hayes St
Fork Cafe,469 Castro St,Fork & Ladle,cF-cnIne9oJGIwMkSqhAWg,No record in Yelp,2.5,2,Sandwiches,FALSE,768 Sansome St
Yummy Sticks,1717 Harrison St,YummySticks,ZlLnkOJzKQx_QbZf5p2_lw,No record in Yelp,3.5,3,Food Trucks,FALSE,"Richmond, CA 94804"
Hot Pot Island,5512 Geary Blvd,Boiling Hot Pot,Y43L1WlyrpDWVwAj6NF-VA,$$,4.5,873,Hot Pot,FALSE,5512 Geary Blvd
Papito West,425 Hayes St Ste A,Papito Hayes,Edjd2Z4Tr1XYy6yq6jMM2w,$$,4,686,Mexican,FALSE,425 Hayes St
4505 Burgers And Bbq,705 Divisadero St,4505 Burgers & BBQ,sjj1TvKV1RYEjYhuLlXe0w,$$,3.5,1551,Barbeque,FALSE,705 Divisadero St
Chez Julien,100 Bush St #110,Chez Julien,IEutroJzbqIAwfLrbrvxLg,$,4,102,Sandwiches,TRUE,100 Bush St
Palm House,2032 Union St,The Palm House,f5zvDO2Q4u4YVY1BXO7M6w,No record in Yelp,4,37,Venues & Event Spaces,FALSE,1000 Washington Ave
Monsieur Benjamin,451 Gough St,Monsieur Benjamin,9e2UrZrwbWsTyN3hWyS6Ig,$$$,4,917,French,FALSE,451 Gough St
Perilla,510 Mission St,Perilla,T9jd_e-1DWZ0ibzsbPstJw,$$,3.5,566,Vietnamese,FALSE,510 Mission St
Breakfast At Tiffany's,2497 San Bruno Av,Breakfast at Tiffany's,ZdKUKq7A94x9cEobARf2cA,$$,4,876,Diners,FALSE,2499 San Bruno Ave
Breakfast At Tiffany's,2499 San Bruno Ave,Breakfast at Tiffany's,ZdKUKq7A94x9cEobARf2cA,$$,4,876,Diners,FALSE,2499 San Bruno Ave
Cafe Broadway,674 Broadway,Cafe Broadway,y7Gbl1VzsGYavbR3ZIt0Mw,$$,3,130,Cantonese,FALSE,674 Broadway St
Bacon Bacon Llc,205 Frederick St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Chang Sheng Inc.,1030 Irving St,Hong Kong Lounge,VYd8UzwlwmX8Db5umNHNig,$$,3.5,1615,Dim Sum,FALSE,5322 Geary Blvd
Chang's Kitchen,1030 Irving St,Chang's Kitchen,Dx8EzXCkyLh38dABk19FxA,$$,4,552,Chinese,FALSE,1030 Irving St
Lima Peruvian Food Llc,958 Illinois St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Cobb's Comedy Club,915 Columbus Ave,Cobb's Comedy Club,X0B1I4zcHcsUdIzwqOM0Ag,$$,3.5,1051,Comedy Clubs,FALSE,915 Columbus Ave
Chubby Noodle,2205 Lombard St,Charlies Chubby Hole,NKVhsXorSWqIXRevD9PC-w,No record in Yelp,5,1,No record in Yelp,FALSE,907 Pleasant Valley Ave
Tu Kim's Cafe,609 Ellis St,Tu Kim Coffee Shop,3RHodpDW0vl6dEU9PuFFOQ,$,4,13,Restaurants,FALSE,609 Ellis St
Birba,458 Grove St,Birba,hmxVC4sJ8-mv2_Gw38fxXg,$$,4.5,113,Wine Bars,FALSE,458 Grove St
Kinfolk,919 Cortland Ave,The Voyager Shop,ppbFxXoXHs1Vn2plh1-vpQ,$$$,4,31,Men's Clothing,FALSE,365 Valencia St
"Stirred, Not Shaken",1350 Turk St Apt 520,"Stirred, Not Shaken",lfv6ZmtS8ByVvpWPW41TEA,No record in Yelp,4.5,30,Caterers,FALSE,"San Francisco, CA 94110"
Celtic Catering Inc,167 Leland Ave,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Berner Rosen Baking,3547 19th St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Red Door Coffee,505 Howard St,Red Door Coffee,qCNfOc-4Sd0Q0Ta37PdwbA,$,4,75,Coffee & Tea,FALSE,505 Howard St
The Italian Homemade Company,716 Columbus Ave,Monica’s Pasta Shop,Y7X3FeUfwE9pEWZxN8meVg,No record in Yelp,4,13,Delis,FALSE,141 Richmond St
Submarine Center Llc,820 Ulloa St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
North Beach Gyros,701 Union St,Deniz Turkish Mediterranean Cuisine,BgXmo84dt_AoLlvZ22pe8g,$$,3.5,250,Turkish,FALSE,662 Fulton St
Crystal Jade Jiang Nan,4 Embarcadero Ctr #1,Harborview Restaurant & Bar,bvdEOVmFuWUV0sAALc_-zw,No record in Yelp,4,301,Dim Sum,FALSE,4 Embarcadero Ctr
Arang Restaurant,1506 Fillmore St,Arang Restaurant,_CBWlkmYGYRwQFxpWwxEDg,$$,3.5,618,Korean,FALSE,1506 Fillmore St
Basik Cafe,1958 Polk St,Basik Cafe,4v9cjGITgRXguJv6xhTXIA,$$,4,434,Juice Bars & Smoothies,FALSE,1958 Polk St
Urban Curry,523 Broadway,Baar Baar,jYhbUh1TV7SCfPxjIhVpcg,$$$,4,670,Gastropubs,FALSE,13 E 1st St
Simply Delish Llc,5800 3rd St #1116,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Wine Down,1721 Chestnut St 303,Wine Down,JtB6ja0K225a7dkfPLkRiQ,$$,4.5,164,Wine Bars,FALSE,685 Folsom St
The Crepe House,1755 Polk St,The Crepe House,4Nkmr_wTiD1FTjwC6_getA,$$,4,680,Creperies,FALSE,1755 Polk St
Paprika,3324 24th St,Paprika,M53h93nLRlBsoXmi19jCBQ,$$,4.5,401,Czech,FALSE,3324 24th St
Ryan Cochrane Wines,2455 3rd St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Homeplate Bubble Tea & Waffles,24 Willie Mays Plaza,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Homeplate Boba,24 Willie Mays Plz,Homeplate Boba,ecQFeTaqsuHem8Rf7sy3eg,$$,4,41,Coffee & Tea,FALSE,131-155 King St
Belcampo Meat Co,1998 Polk St,Belcampo Oakland,f6qVoCZp-1Qiplyt3SVVww,$$,3.5,515,American (New),FALSE,55 Webster St
Gaslamp Sf Inc,1599 Howard St,Embassy Suites by Hilton Napa Valley,ZzT-PnHE8G42OQcDl9s1iA,$$,3.5,425,Hotels,FALSE,1075 California Blvd
O'mai Cafe,343 Clement St,Ryoko's,mydKjdG8gJOcRQ9cZwkQpQ,$$,4,2960,Sushi Bars,FALSE,619 Taylor St
Pork Stove Cafe Valencia,3122 16th St,West of Pecos,ReeiGTEamR1ScmzAdH7s4A,$$,4,988,American (Traditional),FALSE,550 Valencia St
San Francisco Athletic Club,1750 Divisadero St,San Francisco Athletic Club,SJEd7ymnKMp3vpElbEEa-g,$$,4,234,Sports Bars,FALSE,1750 Divisadero St
Seven Hills,1550 Hyde St,Seven Hills,dTWMVRcMVC4zynbFQC7A2A,$$$,4.5,1023,Italian,FALSE,1896 Hyde St
El Jay Catering,340 Kansas St,Straw Catering,IMcnK1JuvoQPN8OktoLtIg,$$,4,1770,Caterers,FALSE,203 Octavia Blvd
Neptune's Waterfront Grill&bar,Pier 39 Space 206-8,Fog Harbor Fish House,f-m7-hyFzkf0HSEeQ2s-9A,$$,4,5923,Seafood,FALSE,Pier 39
Sharpshooter,898 22nd St,Sharpshooter - mobile bartending service,I_dSSy68I46skpWMhi9CwA,No record in Yelp,5,2,Bartenders,FALSE,150 Mississippi St
Kiki's Cocoa Inc,1423 Hayes St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Foragesf,2937 24th St,ForageSF Wild Food Walks,eDmO2rYNDgeWpvwNaLjA1g,No record in Yelp,4,92,Walking Tours,FALSE,"San Francisco, CA 94110"
Hawthorn,46 Geary St,Hawthorn,3DpNED_u0naPawmdcVzciw,$$,4,370,Cocktail Bars,FALSE,46 Geary St
Nourish Cafe,189 6th Ave,Nourish,qusZ-K5tzM1EyOa1IEWCHA,$$,4,201,Thai,FALSE,637A Vanderbilt Ave
Oyaji Restaurant,3123 Clement St,New Oyaji Restaurant,0O6qkdWLc4K-WUerYEPj3w,$$,4,164,Sushi Bars,FALSE,3123 Clement St
Kufu-Ya Japanese Rest Inc,7001 Geary Blvd,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Senor Sisig,2563 20th Av,Señor Sisig,ma-IFK7XaRdVwA9lxNyMXA,$$,4,1582,Filipino,FALSE,"San Francisco, CA 94104"
Puccini & Pinetti,129 Ellis St,Puccini & Pinetti,LKuf4QjFMVeUdlZZoiTbgQ,$$,3.5,1085,Italian,FALSE,129 Ellis St
West Coast Wine Cheese,2165 Union St,Venissimo Cheese,4CcyAAxq2oxCiiNtwOv2kg,$$,4.5,270,Cheese Shops,FALSE,754 W Washington St
Cava 22 Inc,3239 22nd St,Canela Bistro & Wine Bar,zK9-A4cIZwOUMpGBDz25DA,$$,4,625,Spanish,FALSE,2272 Market St
Restaurant Eiji,317 Sanchez St,Eiji,#NAME?,$$,4,1075,Sushi Bars,FALSE,317 Sanchez St
Haute Sake,164 Langton St,Hinata,yD9-WrXijc_grVmi_zkCfQ,$$$$,4.5,508,Sushi Bars,FALSE,810 Van Ness Ave
"Hey, Cookie!",4044 18th St,Italia Bakery,JI48yD0DHEJ98o4wzn63Ug,$,4.5,4,Bakeries,FALSE,5717 Schaefer Rd
Chez Bobo,1545 Greenwich St 5,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mona Lisa Restaurant,353 Columbus Ave,Mona Lisa Restaurant,LCh0FzYjw7Pmt3EL8zYCRw,$$,3.5,49,Italian,FALSE,10 Wakelee Rd
Goodfellas Pizzeria & Grill,377 Bay St,GoodFella's Pizzeria & Grill,WiYuZTvpLccsCLaouxpt0w,$$,3.5,256,Pizza,FALSE,377 Bay St
Pho Express,380 Bush St Ste 4,Pho Express,a_vWOfka3Ky6l-iy0CFb7A,$,3,72,Vietnamese,FALSE,380 Bush St
Hang Ah Tea Room,1 Pagoda Pl,JAM House Seafood Restaurant,dltDW0fS4HzxZ0A7PDT5jg,$$,3.5,66,Dim Sum,FALSE,1425 Dundas Street E
Snowbird Coffee,1352 9th Ave,Cat Island Coffeehouse,y7UW1rvTymrP60Bb1fszQg,$,4.5,101,Coffee & Tea,FALSE,300 E Scenic Dr
Twisted Donuts And Coffee,1243 Noriega St,Twisted Donuts and Coffee,5VNDT0bMIytE1GpEb6jSxA,$,4,444,Donuts,FALSE,1243 Noriega St
Blanc Et Rouge,2 Embarcadero Ctr Street Level,Blanc et Rouge,RqIPmEfqMLYITyWqkAs7Rg,$$,3.5,129,Wine Bars,FALSE,Two Embarcadero Ctr
Mazarine Coffee,720 Market St,Mazarine Coffee,asOdajhfMCSx_x60j4D42w,$$,4,791,Coffee & Tea,FALSE,720 Market St
Shizen Restaurant,370 14th St,Bodhi Kosher Vegetarian Restaurant,yFub1BhKEP-W-_ZM3_nJoQ,$$,4,359,Vegan,FALSE,77 Mulberry St
City Lunch Restaurant,2101 Ingalls St,City Lunch Restaurant,X876cPuxIxfLuuZIUOZA6w,$$,4.5,25,Breakfast & Brunch,FALSE,2101 Ingalls St
Bravshado Llc,1316 Castro St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Rintaro,82 14th St,Rintaro,d40PbnRah7AWH_dclw1h_Q,$$$,4,601,Izakaya,FALSE,82 14th St
Pinhole Coffee,231 Cortland Ave,Pinhole Coffee,XevaLlh2NitjZsFb6HoVmQ,$,4.5,184,Coffee & Tea,FALSE,231 Cortland Ave
Saap Ver Llc,378 Golden Gate Ave 537,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Resolute Drinks,678 Geary St,Resolute,wJKRBrL_sAulpJr4IyG3wA,$$,4.5,191,Wine Bars,FALSE,678 Geary St
Resolute,678 Geary St,Resolute,wJKRBrL_sAulpJr4IyG3wA,$$,4.5,191,Wine Bars,FALSE,678 Geary St
My Tofu House Inc,4627 Geary Blvd,Jin Mi Korean Cuisine,nJziHiIt86OGqKQQFHd9jg,$$,4,454,Korean,FALSE,366 Golden Gate Ave
Creighton's Cheese & Fine Food,673 Portola Dr,Creighton's American Bakery,yLhfEOwew6NMXJdVENX2Wg,$,3.5,69,Bakeries,FALSE,673 Portola Dr
Tuyet Mai,547 Hyde St,Tuyet Mai,QQfZ1Ih_GnCiV6-UHGuevA,$,4,266,Vietnamese,FALSE,547 Hyde St
China Live,644 Broadway St,Jiang Diner,qHi_FA4zSEkFshXQ4Chc9A,$$,4,112,Noodles,FALSE,309 E 5th St
Californios,870 27th Ave,Californios,9S6GK2In2b1tuJ7xoC84pA,$$$$,4.5,287,Mexican,FALSE,3115 22nd St
Holycraft Brewing Co,1750 Grant Ave #D,The Brew Coop,c7oErwrhdsk3tL4vR9EC1w,$$,4.5,211,Beer Bar,FALSE,819 Valencia St
Perilla Vietnamese Cuisine,836 Irving St,Perilla,RNy3_hU1N2qyS5PVc9RaYQ,$$,4,1273,Vietnamese,FALSE,836 Irving St
Yan Yan Seafood Resaurant,2241 Judah St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Mcdonald's,2805 Mission St,McDonald's,xiEJJF9t_h70DvzaknBN0w,$,2.5,96,Fast Food,FALSE,2801 Mission St
Noc Noc,557 Haight St,Noc Noc,JlhJM4ulY5sHsLcUiENpCQ,$,4,508,Dive Bars,FALSE,557 Haight St
Rubins,101 Spear St B-7,Rubin's,rQ0IS-WDra4BuF0qQkVQKQ,No record in Yelp,4,1,Caterers,FALSE,101 Spear St
Thai To Go,101 Spear St A-18,Thai-To-Go,Mr9_XlDC9GP0LnJJ0nelug,$,2.5,130,Thai,FALSE,101 Spear St
Custom Corporate Catering,101 Spear St B-7,Custom Corporate Catering,BsAgRpa-JboWM4WTiAx_tA,No record in Yelp,5,1,Caterers,FALSE,101 Spear St
Wraps To Go,101 Spear St A-19,Oasis Grill,gBRjRvIfA4fIo6pNebTjuA,$$,4,1242,Mediterranean,FALSE,91 Drumm St
Gin's Food Service,1671 Jerrold Ave,Old Skool Cafe,2oj_6uCp4DgVTJhYqEmBbA,$$,4.5,548,Soul Food,FALSE,1429 Mendell St
Restaurant At The Regis,490 Geary St,The St. Regis San Francisco,Ky5Y1JbytbUvxyIfJZ03EQ,$$$$,4.5,456,Hotels,FALSE,125 3rd St
La Scene Cafe & Bar,490 Geary Street,The Douglas Room,zyYcAf28FFfhFv14eZA_AQ,$$,4.5,91,Cocktail Bars,FALSE,345 Taylor St
The European,490 Geary St,The European,p1c1DhOH4C8scoLlagE5Bg,$$,4,138,Cocktail Bars,FALSE,490 Geary St
Aveline,490 Geary St,The European,p1c1DhOH4C8scoLlagE5Bg,$$,4,138,Cocktail Bars,FALSE,490 Geary St
Panchos Salsa Bar & Grill,1639 Polk St,Pancho's Salsa Bar & Grill,7qSq-m4LRu3PAfroD-LKJg,$,3.5,415,Mexican,FALSE,1639 Polk St
R & G Executive Lounge Inc,631 Kearny St #B,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Esperpento Tapas Restaurant,3295 22nd St,Esperpento,b3mmxh_9aw25vkMmujG9jQ,$$,3.5,1310,Spanish,FALSE,3295 22nd St
Cafe Tiramisu,28 Belden Pl,Cafe Tiramisu,deDtn5INFHv8FNYty03hLQ,$$,3.5,667,Italian,FALSE,28 Belden Pl
La Mediterranee I Inc,2210 Fillmore St,DishDash,tRiDMqAxeBERRvuyYPZ-aw,$$,4.5,3741,Middle Eastern,FALSE,190 S Murphy Ave
La Mediterranee,1624 Powell St,La Mediterranee,iZ5VBmyFAZyJCt88KLwhJw,$$,4,1501,Middle Eastern,FALSE,2210 Fillmore St
Adelitas Cakes Con Sabores Nic,3780 Mission St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Vieni-Vieni,1431 Stockton St,"Vieni Qua, A Catering Company",NOcjWj1Q-xGFpUFzPgh1cQ,No record in Yelp,5,1,Caterers,FALSE,"Granite Bay, CA 95746"
Swan Oyster Depot,1517 Polk St,Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,$$,4,2760,Seafood,FALSE,1517 Polk St
On The Bridge,1581 Webster St #5,On the Bridge,pLZFRsn8HjVzcITHqa8Yfw,$$,3.5,1073,Japanese Curry,FALSE,1581 Webster St
Cresta's 2211 Club,2211 Polk St,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp,No record in Yelp
Olive Garden Italian Rest,3251 20th Ave Ste 187,Olive Garden Italian Restaurant,3d9fGSDpuNQl7XI7zmmzmg,$$,3,1140,Italian,FALSE,3251 20th Ave
North Star Cafe,1560 Powell St,Northstar Cafe,MWPXDx0XBFDh9qkrIvXHzQ,$,4,290,Bars,FALSE,1560 Powell St
Freddies Sandwiches,300 Francisco St,Freddie's Sandwiches,yGEc-cj9Quk5mUh7maoPXA,$,4.5,478,Sandwiches,FALSE,300 Francisco St
Sf Mix,4086 18th St,The Mix,vDyUNvy2iRCQZpQC5TZyqg,$,3.5,268,Gay Bars,FALSE,4086 18th St
Barney's Noe Valley,4138 24th St,Barney's Gourmet Hamburgers,uCvVetBZHmlVPzVrNmQTnw,$$,3,823,Burgers,FALSE,4138 24th St
Barney's Noe Valley,3344 Steiner St,Ambiance,95NxYfLhbAYDVi8gH9egSw,$$,3.5,335,Women's Clothing,FALSE,1858 Union St
Barney's Marina,3344 Steiner St,"Barneys New York, San Francisco",SA5irg59cTLv9Rgcbt9rwg,$$$$,3.5,446,Men's Clothing,FALSE,77 O'Farrell St
Barneys Marina,4138 24th St,Barney's Gourmet Hamburgers,uCvVetBZHmlVPzVrNmQTnw,$$,3,823,Burgers,FALSE,4138 24th St
