,DBA Name,Street Address,Yelp_Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp_Address
5199,Tupelo,1337 Grant Ave,Tupelo,qYvkBzpJNKTyfcmAfzUKyQ,$$,3.5,245,Southern,FALSE,1337 Grant Ave
5200,Bai Som Thai Kitchen,2121 Clement St,Bai Som Thai Kitchen,F3Dv-b99LYD2oiE4nH-neg,$$,3.5,314,Thai,FALSE,2121 Clement St
5201,Azucar Lounge,299 9th St,Azucar Lounge,dO2SzJmsckHFkk_gmasNKw,$$,4,652,Lounges,FALSE,299 9th St
5202,Tacolicious,741 Valencia St,Tacolicious,OFLNt6Zcis68TlujtZM-Gw,$$,3.5,1433,Mexican,FALSE,741 Valencia St
5203,Sushi Taka,600 Kearny St,Sushi Taka,wR6iIeoK_mzvwA4soE77aA,$$,4,439,Sushi Bars,FALSE,600 Kearny St
5204,Wow Naan N Curry,642 Irving St,Wow Naan N Curry,zLvZUKm0eV5O27x4mzg-xw,$,3,1322,Indian,FALSE,642 Irving St
5206,Camp,4014 Geary Blvd,Camp BBQ,mYFhd8bVCpsdJFRh2tQeEw,$$,4,240,Japanese,FALSE,4014 Geary Blvd
5207,King Of Thai Noodle Cafe,1541 Taraval St,King of Thai Noodle Cafe,1NxcXH7B-8yBp_JrkVkFTw,$$,3,612,Thai,FALSE,1541 Taraval St
5215,Burger Urge,1599 Haight St,Burger Urge,goW9LHk_2ozTNypmq2pO8g,$$,3,520,Burgers,FALSE,1599 Haight St
5219,Estela's,891 Bush St,Estela's Donburi,akGap5PjAFsH0WcPz47Snw,$$,4,171,Sandwiches,FALSE,891 Bush St
5220,King Of Thai Noodle #2,346 Clement St,King's Thai Cuisine #2,DwNUogLFZrKkVhguM5EnLw,$$,3,213,Thai,FALSE,346 Clement St
5221,King's Thai Cuisine,346 Clement St,King's Thai Cuisine #2,DwNUogLFZrKkVhguM5EnLw,$$,3,213,Thai,FALSE,346 Clement St
5222,Rolling-Out,1722 Taraval St,Rolling Out,6ZaqeFEkbArybiCf3yAOlQ,$,4.5,385,Bakeries,FALSE,1722 Taraval St
5224,Maven,598 Haight St,Maven,TV6jm9XQ4TA2DWD9n2vBbw,$$,4,686,American (New),FALSE,598 Haight St
5225,Per Diem,43 Sutter St,Per Diem,MXy-YMQCWpBJf92HFRhGhw,$$,4,776,American (New),FALSE,43 Sutter St
5229,Foundation Coffee,335 Kearny St,Foundation Cafe,nazsxzdzrarom2XwIBB0XA,$$,4,179,Salad,FALSE,335 Kearny St
5231,Tower Burger,729 Portola Dr,Tower Burger,zriqhz9jWIY0Y-PXBnLDCw,$$,3.5,334,Burgers,FALSE,729 Portola Dr
5232,City Chopsticks,883 Bush St,City Chopsticks,F1H-YIF2s_mCev0rdQq02Q,$$,3.5,388,Chinese,FALSE,883 Bush St
5238,Capo's,641 Vallejo St,Capo's by Tony Gemignani,OEBWAAJ3FmcseeP1oNwzBQ,$$,4.5,795,Italian,FALSE,641 Vallejo St
5240,Haus Coffee,3086 24th St,Haus Coffee,RF-9DydHA1BsTaRx_MB-eQ,$$,3.5,426,Coffee & Tea,FALSE,3086 24th St
5242,Akiba,3141 Clement St,Akiba,kMEkI7SlgD4Zwem2KwOfJA,$$,3.5,174,Japanese,FALSE,3141 Clement St
5243,Happy Yogurt,503 33rd Ave,Happy Yogurt,Om1alyCCi7Z6GB3-XUrqnQ,$,4,89,Ice Cream & Frozen Yogurt,FALSE,503 33rd Ave
5244,Yuubi Japanese Restaurant,501 Balboa St,Yuubi Japanese Restaurant,s2f2diwImCaaui2SDpNh-A,$$,4,518,Japanese,FALSE,501 Balboa St
5245,Pharaohs,608 Geary St,Pharaohs Mediterranean Sandwiches,pocVe2xSz38GVH_ctMpq4Q,$$,4,430,Mediterranean,FALSE,608 Geary St
5249,Champa Garden,613 Faxon Ave,Champa Garden,2FR395iJImCphQNGWubUtw,$$,4,744,Laotian,FALSE,613 Faxon Ave
5259,Jamber,858 Folsom St,Jamber,UF2y6BusFeZMZsGYUVcAaw,$$,4,660,Wine Bars,FALSE,858 Folsom St
5260,Mission Bowling Club,3176 17th St,Mission Bowling Club,hEXhf40Y9PdnYJzT_LEJlg,$$,4,605,Bowling,FALSE,3176 17th St
5261,Namu Gaji,499 Dolores St,Namu Gaji,468XL3k_1QUQNYpWEV_EVg,$$,3.5,730,Korean,TRUE,499 Dolores St
5263,The Dubliner,3838 24th St,The Dubliner,o_RrotFuc4fcaYBU2TTFuw,$$,4,150,Pubs,FALSE,3838 24th St
5264,Elsy's Restaurant,2893 Mission St,Elsy's Restaurant,o0QlMj6L1p_UUcgszIR2AQ,$,3.5,115,Salvadoran,FALSE,2893 Mission St
5269,Empero Taste,4052 Balboa St,Empero Taste,ufEYEDMaaoiFAxw81IlBAw,$$,3.5,233,Chinese,FALSE,4052 Balboa St
5271,Frisco Fried,5176 3rd St,Frisco Fried,I198k7wIkK0Xr4r0jco0Og,$$,4,411,Soul Food,FALSE,5176 3rd St
5273,Cafe La Flore,1032 Clement St,Cafe La Flore,0MZHlH2mD2F4GnC6g8JBQQ,$,4,365,Sandwiches,FALSE,1032 Clement St
5277,Craftsman And Wolves,746 Valencia St,Craftsman and Wolves,AfqpSxetSUMc63ZPCfbneg,$$,4,1512,Bakeries,FALSE,746 Valencia St
5282,The Lunch Box,50 Phelan Ave,Lunch Box,IhSxq9nv9M03j7d0TfNEbw,$,3.5,35,Fast Food,FALSE,50 Phelan Ave
5286,Cafe Troya Fillmore,2125 Fillmore St,Troya,o4x29HYKvEUf7Regrn-J9g,$$,4,565,Mediterranean,FALSE,2125 Fillmore St
5290,Sushi Bistro,431 Balboa St,Sushi Bistro,TmXkYM0N-FjrMasxj5uXsA,$$,4,1517,Sushi Bars,FALSE,431 Balboa St
5298,Dolce Amore,1477 Van Ness Ave,Dolce Amore,ip8uNJnwVaPYYBiV80ZLoQ,$$,4,436,Modern European,TRUE,1477 Van Ness Ave
5300,Burrito Loco,850 Ulloa St,Burrito Loco,hAekA97knx4rVv5v7_HYQw,$,3.5,129,Mexican,FALSE,850 Ulloa St
5308,The Sweet House,3512 Balboa St,The Sweet House,8yhmSq4jGr2K7SrT5qWScA,$,4,185,Candy Stores,FALSE,3512 Balboa St
5321,Padrecito,901 Cole St,Padrecito,2nXYpojLdnIWkFW-Xe7B2A,$$,4,910,Mexican,FALSE,901 Cole St
5322,Padrecito,901 Cole St,Padrecito,2nXYpojLdnIWkFW-Xe7B2A,$$,4,910,Mexican,FALSE,901 Cole St
5323,West Of Pecos,550 Valencia St,West of Pecos,ReeiGTEamR1ScmzAdH7s4A,$$,4,988,American (Traditional),FALSE,550 Valencia St
5337,Joe's Ice Cream,5420 Geary Blvd,Joe's Ice Cream,#NAME?,$,4,827,Ice Cream & Frozen Yogurt,FALSE,5420 Geary Blvd
5338,Rosamunde Sausage Grill,545 Haight St,Rosamunde Sausage Grill - Haight St,g9LSMqUK5dkUcmpgTnU-dQ,$,4.5,1603,Hot Dogs,TRUE,545 Haight St
5340,Nopalito,1224 9th Ave,Nopalito,bBa6-Hhe56m1RH-12IOXMw,$$,4,1315,Mexican,FALSE,1224 9th Ave
5342,Blackwood Thai,2150 Chestnut St,Blackwood,UGKNNQ6bjL-ZttHSdZISfA,$$,4,1579,Thai,FALSE,2150 Chestnut St
5344,Woerners Liquors,901 Geary St,Woerner's Liquors,_Y9yb54sLewh8x0dqX6Y0A,$$,3.5,16,"Beer, Wine & Spirits",FALSE,901 Geary St
5345,Dragoneats,520 Gough St,DragonEats,ziWibyZYvqtrbc7f9v2iPg,$,4.5,374,Vietnamese,FALSE,520 Gough St
5346,Dragoneats,555 Folsom St,DragonEats,Jx_JunTUJf3OuRh3g9oSPw,$,4,374,Vietnamese,FALSE,555 Folsom St
5353,San Tung Restaurant,1031 Irving St,San Tung,M0JTO3oyu6gxh1mfFjU-dA,$$,4,6778,Chinese,FALSE,1031 Irving St
5354,Peet's Coffee & Tea,1630 Holloway Ave,Peet's Coffee,2L_dX4Pccee8zCXdn0a3Zg,$,3,84,Coffee & Tea,FALSE,1630 Holloway Ave
5356,Geneva Bubble Tea,981 Geneva Ave,Nameless Tea & Coffee,pSVzNRoyaGZJ_hbm0T_tVg,$,3.5,71,Coffee & Tea,FALSE,981 Geneva Ave
5359,Wine & Wall,30 Steuart St,Wine & Wall,G1VTpIdPmHxeGMB-OQM5wQ,$$$,4,13,Art Galleries,FALSE,30 Steuart St
5360,50/50,3157 Geary Blvd,Fifty / Fifty Coffee and Tea,A2Bpbf-6k_Sv63Lp42LUJA,$,4,437,Coffee & Tea,FALSE,3157 Geary Blvd
5361,Fifty/fifty,3157 Geary Blvd,Fifty / Fifty Coffee and Tea,A2Bpbf-6k_Sv63Lp42LUJA,$,4,437,Coffee & Tea,FALSE,3157 Geary Blvd
5363,Rumors,398 7th St,Rumors,5zIbUhiM1L71YKPylYAk_g,$$,4,260,Sports Bars,FALSE,398 7th St
5365,Roam Artisan Burgers,1923 Fillmore St,Roam Artisan Burgers,4eaK2-Q0dEXWMr5SOoV_Sg,$$,4,1188,Burgers,FALSE,1923 Fillmore St
5366,D's Corner,700 Naples St,D's Corner,G3rCK0btuYi_mqAHTMnOZg,No record in Yelp,2,1,"Beer, Wine & Spirits",FALSE,700 Naples St
5371,Dinosaurs,18 Boardman Pl,Dinosaurs Vietnamese Sandwiches,qEBkidcKGsfFALHph7PAxA,$,4,151,Vietnamese,FALSE,18 Boardman Pl
5372,Craw Station,1336 9th Ave,Crawstation,gubKjYAZMO_bxhsd5zT3sw,$$,3.5,953,Seafood,FALSE,1336 9th Ave
5375,Easy Breezy Frozen Yogurt,718 Irving St,Easy Breezy Frozen Yogurt,8GjSS8YZBMAj0MKm11Awvw,$,4,285,Ice Cream & Frozen Yogurt,FALSE,718 Irving St
5378,Grandma's Deli & Cafe,1551 Mission St,Grandma's Deli & Cafe,E6wgv3ieF_mR3AM5FhNyCw,$,4.5,154,Sandwiches,FALSE,1551 Mission St
5380,Rockit Swirl,2810 Diamond St,Cuppa,fi1P1C4v75WGbQihx1zO9g,$,3.5,140,Bubble Tea,FALSE,2810 Diamond St
5381,Lolinda,2518 Mission St,Lolinda,wEpiKz--Z2b1q_FSCCNiow,$$$,4,1946,Steakhouses,FALSE,2518 Mission St
5383,Elephant Sushi,1916 Hyde St,Elephant Sushi,czbXSfezN_DK8Ws0vcFqhg,$$,4,759,Sushi Bars,FALSE,1916 Hyde St
5386,Center Cafe,205 13th St,Center Cafe,FDpfJsxkExULZt3ipT8hVg,$,4.5,21,Chinese,TRUE,205 13th St
5388,New Jumbo Seafood Restaurant,1532 Noriega St,New Jumbo Seafood Restaurant,_az0NrGR-v9P-xtKoE45CA,$$,2.5,222,Seafood,FALSE,1532 Noriega St
5392,Ilana Cafe,2314 Clement St,ilana Coffee,r2VvA24rgH-42Bo2ZeOU9A,$,4.5,179,Cafes,FALSE,2314 Clement St
5393,Wonderland Restaurant,500 Haight St,Wonderland Restaurant,BZrIT4uX_3MDQL3QPtfFPQ,$$,3.5,423,Chinese,TRUE,500 Haight St
5394,Hayes Valley Bakeworks,550 Gough St,Hayes Valley Bakeworks,qW8Bh8jpS9Xc-UV28F9jBw,$,4,147,Bakeries,FALSE,550 Gough St
5395,Spressa,51 Cambon Dr,Spressa Coffee Bar,si_o8bmymED9RWxPHYnZ1A,$,3,92,Coffee & Tea,FALSE,51 Cambon Dr
5396,Mau Restaurant,665 Valencia St,Mau,_-7VgjSfibitQ1-TBvE0Aw,$$,4,894,Vietnamese,FALSE,665 Valencia St
5400,Chili Cha Cha 2,3166 24th St,Chili Cha Cha 2,qVc7u4fu0HHWCUeYGxhRyg,$$,4,323,Thai,FALSE,3166 24th St
5401,Restaurante Montecristo,6286 3rd St,Montecristo Restaurant,NzSuKIBKI2LI6t1K-IJjjQ,$,3,54,Salvadoran,FALSE,6286 3rd St
5406,Hakkasan San Francisco,1 Kearny St,Hakkasan,dN_v0Lu6xhv0yJcx-M0fpg,$$$,4,1752,American (New),FALSE,1 Kearny St
5407,Chez Maman West,401 Gough St,Chez Maman West,9hUYiiyPe0QOu8Oezq_yqQ,$$,4,1129,French,FALSE,401 Gough St
5408,Carmel Pizza Company,2826 Jones St,Carmel Pizza Company,IhVsaINdU_Syqp23JuKzrA,$$,4.5,806,Pizza,FALSE,2826 Jones St
5410,Zerocater,115 Stillman St,ZeroCater,lfhTU_hyE2vn7FW8MMHevw,No record in Yelp,4,63,Caterers,FALSE,115 Stillman St
5412,5 Degree Tea House,2527 San Bruno Ave,5 Degree Tea House,O-W4vnk2PKCJ9AD0KGDJ6g,$,3,153,Bubble Tea,FALSE,2527 San Bruno Ave
5414,20th Century Cafe,198 Gough St,20th Century Cafe,7Lmkx9fcBINx6rJOhul3_A,$$,4,456,Bakeries,FALSE,198 Gough St
5415,Aria,932 Larkin St,Aria Korean Street Food,KA-P3d2NcbJy5SQN-vCzPA,$$,4,704,Korean,FALSE,932 Larkin St
5420,Plaj,333 Fulton St,Pläj Scandinavian Restaurant & Bar,feufnVt4k_t2eJakDU1bAw,$$$,4,667,Scandinavian,FALSE,333 Fulton St
5422,Josey Baker Bread,736 Divisadero St,Josey Baker Bread,cNHcwJ4eLDOzwZP8e4ETkQ,$$,4.5,97,Bakeries,FALSE,736 Divisadero St
5426,Gracias Madre,2211 Mission St,Gracias Madre,rwiL8C8989DlHMD88bxi3A,$$,4,3197,Vegan,FALSE,2211 Mission St
5428,Hi Tops,2247 Market St,Hi Tops,cdjbxQAK_zzpSgWqBxfk4g,$$,3.5,411,Sports Bars,FALSE,2247 Market St
5432,John's Grill Inc,63 Ellis St,John's Grill,SEuHSFDOoux4MqusTQPNMw,$$$,3.5,1284,Steakhouses,FALSE,63 Ellis St
5436,Linda's Catering,290 Townsend St,Linda's Catering,RBgAy_FqC7kjsLo6q8womQ,$,3.5,33,Caterers,FALSE,290 Townsend St
5440,The Station,596 Pacific Ave,The Station SF,f6PVeKj4VFl9KRJg9SXwIg,$$,4,308,Coffee & Tea,FALSE,596 Pacific Ave
5442,1601 Bar & Kitchen,1601 Howard St,1601 Bar & Kitchen,do1T-8_w5HaLHBgMYLw2Xw,$$$,4,270,Asian Fusion,FALSE,1601 Howard St
5450,Queen Malika,4416 18th St,MaMa Ji's,agq8VUqVQ_Y3dZh6-IjeIg,$$,4,740,Dim Sum,FALSE,4416 18th St
5451,Mama Ji's,4416 18th St,MaMa Ji's,agq8VUqVQ_Y3dZh6-IjeIg,$$,4,740,Dim Sum,FALSE,4416 18th St
5465,Rich Table,199 Gough St,Rich Table,Xdx2_n3nk9Td_aSe7E5ARQ,$$$,4,1195,American (New),FALSE,199 Gough St
5469,Golden Star Vietnamese Restuar,11 Walter U Lum Pl,Golden Star Vietnamese Restaurant,1pq5mmp71nXWBK_jG9VxHg,$,4,1221,Vietnamese,FALSE,11 Walter U Lum Pl
5470,Fillmore Tavern,2298 Fillmore St,Palmer's,mYQmEp2dsRTmNhgIrJ7mKQ,$$,3.5,255,Bars,FALSE,2298 Fillmore St
5471,Palmers,2298 Fillmore St,Palmer's,mYQmEp2dsRTmNhgIrJ7mKQ,$$,3.5,255,Bars,FALSE,2298 Fillmore St
5472,Darrens Cafe,2731 Taylor St,Darren's Cafe,0a22L8UI1KEy8-VxMnfqaQ,$$,4,569,Vietnamese,FALSE,2731 Taylor St
5473,Co Nam,1653 Polk St,Co Nam,eB5HTLaY70PKUwC3btdTcw,$$,3.5,426,Vietnamese,FALSE,1653 Polk St
5475,Le Marais Bakery,2066 Chestnut St,Le Marais Bakery,B76lMItyIiNC_uD4QmqJYg,$$,3,608,Bakeries,FALSE,2066 Chestnut St
5480,Daniel's Cafe,154 Ellis St,Daniel's Cafe,_7PmCSs1oEGLevlonhdFRw,$,4,290,Coffee & Tea,FALSE,154 Ellis St
5482,Pollo Campero,2740 Mission St,Pollo Campero,y898c085IH4isLVsnwQ4IA,$$,3,253,Latin American,FALSE,2740 Mission St
5484,Uncle Benny's Donut & Bagel,2049 Irving St,Uncle Benny's Donut and Bagel,Uwixn8SsCURqEoKy56frqg,$,4.5,279,Donuts,FALSE,2049 Irving St
5486,Daigo Sushi,2450 Clement St,Daigo Sushi,0Rvlt2sukMzpHNAIxC_5Ug,$$,4,499,Japanese,FALSE,2450 Clement St
5487,Tenmatsu Grab And Go,336 Kearny St,Tenmatsu,qBWUqeezukYJDGSnTeZ_2w,$$,3.5,129,Japanese,FALSE,336 Kearny St
5489,El Matate Con Sabor A Mexico,2406 Bryant St,El Metate Restaurant,2y2lTn53XJCGFh8lkXJ8OA,$,4,1106,Mexican,FALSE,2406 Bryant St
5494,The One Sushi & Lounge,429 Gough St,Tsubasa Sushi,ormG-hRL73C1HELmc_N72g,$$$,4,397,Sushi Bars,FALSE,429 Gough St
5496,Kitchen Story Cafe,3499 16th St,Kitchen Story,XQLmEdXoMzOpffwoFaBtaQ,$$,4,3262,Breakfast & Brunch,FALSE,3499 16th St
5497,Dogpatch Saloon,2496 3rd St,Dogpatch Saloon,VlQ9Wqvqt1rM0cUc4d_ttA,$$,4,101,Sports Bars,FALSE,2496 3rd St
5503,Ming Kee Restaurant,1548 Ocean Ave,Ming Kee Restaurant,hWFAUV2KtywQXwHFj5j9Lg,$,4,130,Chinese,FALSE,1548 Ocean Ave
5504,The Little Chihuahua Mex Rest,581 Valencia St,The Little Chihuahua,8fM3LMX8Ejr1ytSfK0aGZw,$$,3.5,207,Mexican,FALSE,581 Valencia St
5508,Osso Steakhouse,1177 California St,Osso Steakhouse,9-TPmOn6AbW2fLMiugQCiA,$$$$,3.5,759,Steakhouses,FALSE,1177 California St
5515,Cafe Europa,4318 California St,Cafe Europa,haFRimHPOq90EiTplF4S8A,$$,4.5,437,German,FALSE,4318 California St
5518,Shin Dig,403 Irving St,Shin Dig,TUV3IwBEnEoZUr0YAxAiDQ,$$,4.5,26,Party & Event Planning,FALSE,403 Irving St
5524,Tenglong Chinese Restaurant,208 Clement St,Tenglong Chinese Restaurant,6CPZjj1kPYpj2aWMVcslTA,$$,4,226,Chinese,FALSE,208 Clement St
5525,Julie's Hot Dogs,2401 Mission St,Julie's Hot Dogs,B0H5eaQspToLmtt30CND1A,$,3,12,American (Traditional),FALSE,2401 Mission St
5528,Toma,3318 Steiner St,Toma,ngn0WekzH3vzraKDcYi5GQ,$,4,312,Mexican,FALSE,3318 Steiner St
5533,Xiao Long Bao Restaurant,625 Clement St,Xiao Long Bao,JCGqXCv3gOp9rIOWDLR8Mg,$,3.5,262,Dim Sum,FALSE,625 Clement St
5534,Fior D'italia,2237 Mason St,Fior d'Italia,yQxW5sK7n7T5JDoPBY2QCQ,$$,4,528,Italian,FALSE,2237 Mason St
5535,House Of Sushi,2157 Polk St,House of Sushi,neFTmvR2d49KwFD3Bni8-Q,$$,3.5,205,Sushi Bars,FALSE,2157 Polk St
5539,Fresco Pizza & Grill,1338 Polk St,Fresco Pizza Shawarma,YP_rvV2YMnM8MTIBV3M8Sw,$,3.5,368,Pizza,FALSE,1338 Polk St
5542,Boba Guys,3491 19th St,Boba Guys,18TtLS_JtiS2OH30FLqNrw,$,4,1455,Bubble Tea,FALSE,3491 19th St
5544,Wine Kitchen,507 Divisadero St,Wine Kitchen,i5MlesN2FAeZjR9ECjISPA,$$,4,181,Wine Bars,FALSE,507 Divisadero St
5545,The Roosevelt,2817 24th St,Roosevelt Tamale Parlor,4L55hW_30nCS2rVL0YL-2A,$$,4,439,Mexican,FALSE,2817 24th St
5547,Mikes Grocery & Liquor,2499 Mission St,Mike's Liquors & Groceries,WmiSBBPM7fhryIKM2LKvNA,$,4,14,"Beer, Wine & Spirits",FALSE,2499 Mission St
5548,Chrome Coffee Bar,580 4th St,Chrome Coffee Bar Powered By Cento,_giKjfyaCpvtjTyWQEJkzg,$,4,34,Cafes,TRUE,580 4th St
5550,Sa Beang Thai,312 Divisadero St,Mangrove Kitchen,#NAME?,$$,4,222,Thai,FALSE,312 Divisadero St
5552,Thanh Long Restaurant,4101 Judah St,Thanh Long,z9CN58fSrA46ggyb6OnCnQ,$$$,4,2655,Seafood,FALSE,4101 Judah St
5553,Crustacean Restaurant,1475 Polk St,Crustacean,BahDyzswTsdaSa8jnOaK-A,$$$,3.5,1559,Asian Fusion,FALSE,1475 Polk St
5555,Shabu House,354 Clement St,Shabu House,1-Oi47khaeWAIAJ9gSwg7A,$$,4,294,Japanese,FALSE,354 Clement St
5557,Outerlands,4001 Judah St,Outerlands,aIgbg-WdNmgBb-V63RfRUg,$$,3.5,2252,Breakfast & Brunch,FALSE,4001 Judah St
5561,Fable,558 Castro St,Fable,reXWH9Wo0ZTOuQsTMNOSxg,$$,4,438,American (New),FALSE,558 Castro St
5566,Gaspar,185 Sutter St,Gaspar Brasserie,mRvr3toGkIeaUwI5RtW0Gw,$$$,4,379,Brasseries,FALSE,185 Sutter St
5569,Reed & Greenough,3251 Scott St,Reed & Greenough,rTFIngPiNutH8odaPMOafQ,$$,3.5,230,Lounges,FALSE,3251 Scott St
5570,Dapper Dog,417 Castro St,Dapper Dog,a8GvaZmFr8kfLA4gi8zfGA,$,4,192,Hot Dogs,FALSE,417 Castro St
5571,Sparrow Bar And Kitchen,1640 Haight St,Sparrow Bar and Kitchen,VhhxaMh44Vr9USN3qncUuw,$$,3.5,411,Wine Bars,FALSE,1640 Haight St
5573,Pinecrest Diner,401 Geary St,Pinecrest Diner,GN2YsMW37qm-2Xzb_D1GbQ,$$,3.5,1061,Diners,FALSE,401 Geary St
5579,Cellarmaker Brewing Company,1150 Howard St,Cellarmaker Brewing Company,lvi8XsOdYTz2K3vhCCwe5Q,$$,4.5,455,Breweries,FALSE,1150 Howard St
5580,Gold Dust Lounge,165 Jefferson St,Gold Dust Lounge,kq-tNuFXl01cpssLUIqH9w,$$,4,349,Lounges,TRUE,165 Jefferson St
5581,Xpresso Tea,6901 Geary Blvd,Xpresso Tea,NcBe0E7_Tx4D_21TP3MNcQ,$,3.5,42,Coffee & Tea,FALSE,6901 Geary Blvd
5582,Chou Chou Bakery Bistro,400 Dewey Blvd,ChouChou French Bistro,tpuKzQh5d6veDB-M9qU6Fw,$$$,3.5,1180,French,FALSE,400 Dewey Blvd
5584,Joy's Place,611 Post St,Joy's Place,54EOuXs22MK_QYVNgBL-4A,$,4,618,Desserts,FALSE,611 Post St
5590,20 Spot Mission,3565 20th St,20 Spot,Z74-TYAK_NerZhVRc5GOGw,$$,4.5,243,American (New),FALSE,3565 20th St
5592,Cafe Terminus,16 California St,Cafe Terminus,r7Ak8c8y9oxwpewd4mOUtQ,$$,4,172,Cocktail Bars,FALSE,16 California St
5594,Natoma Cabana,90 Natoma St,Natoma Cabana,m5aySrIRN719kOmRCiI2aA,$$,4,211,Cocktail Bars,FALSE,90 Natoma St
5595,Trou Normand,140 New Montgomery St,Trou Normand,1rFPsscjKmBXiAy_E10LmQ,$$$,4,558,American (New),FALSE,140 New Montgomery St
5604,Lunchpad,581 Hayes St,Lunchpad,9SsgoIxiQ7PHOfuG9P8QjQ,$$,4.5,292,Sandwiches,FALSE,581 Hayes St
5606,Griddle Fresh,4007 24th St,Aha Fresh,3sGEIoyXkMmc1YX1TYkSMg,$$,4,997,Breakfast & Brunch,FALSE,4007 24th St
5607,Trick Dog,3010 20th St,Trick Dog,1CkTVogrU7pmy4pkEFIubw,$$,4,806,Cocktail Bars,FALSE,3010 20th St
5609,Mazzat,501 Fell St,Mazzat,Lxb2mz0Yay7y8HSmvJ7dmA,$$,4,482,Mediterranean,FALSE,501 Fell St
5611,The Cavalier Lobby Bar,55 5th St,Hotel Zetta - San Francisco,4IZUuGz6odBxqY6jISF8GQ,$$$,4,228,Hotels,FALSE,55 5th St
5613,The Cavalier Rest Kitchen,360 Jessie St,The Cavalier,_RkG6ao09nTYczVfLG-Zrw,$$$,4,1016,American (New),FALSE,360 Jessie St
5615,J Georgies Donuts & Restaurant,2462 San Bruno Ave,Jim Georgie's Donuts,vVuPM8g9SA9m-iIOM_93dA,$,4.5,152,Donuts,FALSE,2462 San Bruno Ave
5616,Virgil's Sea Room,3152 Mission St,Virgil's Sea Room,UEDtGzYoU8X__PG1BzGcMQ,$$,4.5,144,Cocktail Bars,FALSE,3152 Mission St
5619,Andytown,3655 Lawton St,Andytown Coffee Roasters,IoPgRTk7Cs3ydeM5R2NRZA,$,4.5,811,Coffee & Tea,FALSE,3655 Lawton St
5620,Andytown Coffee Roasters,3655 Lawton St,Andytown Coffee Roasters,IoPgRTk7Cs3ydeM5R2NRZA,$,4.5,811,Coffee & Tea,FALSE,3655 Lawton St
5622,Le Dix-Sept,3861 24th St,Le Dix-Sept,ku0E-UT2OdW_vC2JHWgtrA,$$$,4.5,9,Chocolatiers & Shops,TRUE,3861 24th St
5624,The Pizza Shop,3104 24th St,The Pizza Shop,13HilRfX-kXGxMS0BxNlpg,$,4.5,363,Pizza,FALSE,3104 24th St
5639,Beaux,2344 Market St,Beaux,Vg6MB9tsgdZ8Zn8Qo-CiIA,$$,3.5,239,Gay Bars,FALSE,2344 Market St
5641,Shanghai Dumpling King 2,696 Monterey Blvd,Shanghai Dumpling King,r4FWkVIwx-n2DMkI0k5PRg,$,3.5,489,Shanghainese,FALSE,696 Monterey Blvd
5643,Kezar Pizzetta,775 Frederick St,Kezar Pizzetta,bX9oEDq6qvQuuf6sxbfwVw,$$,4,161,Pizza,FALSE,775 Frederick St
5644,Emperor's Kitchen,418 Larkin St,Emperor's Kitchen,lX4aek0QgmkDPcsCmeEpFQ,$,3,68,Chinese,FALSE,418 Larkin St
5648,La Trappe Cafe,800 Greenwich St,La Trappe,O1MMFEvWtjzvD0dlSymreg,$$,4,833,Belgian,FALSE,800 Greenwich St
5649,Four Deuces,2319 Taraval St,The Four Deuces,bSGv5N6BdGUWyW04EkG9VA,$,4,96,Pubs,FALSE,2319 Taraval St
5652,Roka Akor,801 Montgomery St,Roka Akor - San Francisco,qKVwVCJ_5D0iOxJYE9wSJw,$$$$,4,1265,Steakhouses,FALSE,801 Montgomery St
5656,Artesano,3415 California St,Artesano,GaO_9eTPY0bfyI6pKD29gw,$$,4,349,Latin American,FALSE,3415 California St
5665,Mission Chinese Food Sf,2234 Mission St,Mission Chinese Food,sW7WYYrHEvR8yEYxautAgQ,$$,3.5,2326,Chinese,FALSE,2234 Mission St
5672,La Promenade Cafe,3643 Balboa St,La Promenade Café,R-1tDX2JbNA1GTR-DWiZQQ,$,4.5,323,Coffee & Tea,FALSE,3643 Balboa St
5673,Promenade Cafe,3643 Balboa St,La Promenade Café,R-1tDX2JbNA1GTR-DWiZQQ,$,4.5,323,Coffee & Tea,FALSE,3643 Balboa St
5675,The Crew,1330 Noriega St,The Crew,tYU0M2jW7FIjzRHJ3nAUVw,$$,4,427,Korean,FALSE,1330 Noriega St
5677,Guangdong Barbecue Tea House,2191 Irving St,Guangdong Barbecue Tea House,BmO--s9kL0EppabDgYVRPg,$,3,91,Cantonese,FALSE,2191 Irving St
5681,Emperor Norton's Boozeland,510 Larkin St,Emperor Norton's BoozeLand,6sCLt6Kkcis2RgPrfDwWVw,$,4,125,Bars,FALSE,510 Larkin St
5684,Tosca Cafe,242 Columbus Ave,Tosca Cafe,RRcRzlyM3YL10XubBNKHFQ,$$$,3.5,486,Wine Bars,TRUE,242 Columbus Ave
5686,Laguna Cafe,1821 Haight St,Laguna Cafe,Z661e-IOrGuCcvLLe1lS1w,$$,4.5,381,Hookah Bars,FALSE,1821 Haight St
5688,Season Event Company,1831 22nd Ave,Season Event Company,NW4gJBixt91tFCYxcpEj4Q,No record in Yelp,5,7,Caterers,FALSE,1831 22nd Ave
