DBA Name,Street Address,Yelp Name,Yelp ID,Price Level,Rating,Review Count,Categories,Is Closed,Yelp Address
Bite Me Sandwiches,4230 18th St,,,,,,,,
Ally Williams,875 Bush St Apt 45,,,,,,,,
Mix Traditions,800 Cortland Ave,,,,,,,,
"Umo Bbq, Llc",103 Horne Ave,,,,,,,,
Eat Drink & Laugh,460551,,,,,,,,
Purple Kow,3620 Balboa St,,,,,,,,
Banh Mi King,180 Howard St Ste G2,,,,,,,,
Ambrosia Catering Company,2948 Folsom St,,,,,,,,
Purplekow,3620 Balboa St,,,,,,,,
D'maize Cafe,11 Phelan Ave,,,,,,,,
Fillmore Street Creamery,1840 Fillmore St,,,,,,,,
Black Sugar,320 O'farell St. St,,,,,,,,
Double Decker,2956 24th St,,,,,,,,
"Obour Foods, Llc",351 20th Ave,,,,,,,,
Fire 2 Smoke,1954 48th Ave,,,,,,,,
What The Cluck,1782 Haight St,,,,,,,,
"Good Time Diner, Llc",717 Monterey Blvd,,,,,,,,
Golden Harbor Seafood Restaurant,939 Clement St,,,,,,,,
Bon Appetit @ Airbnb,650 7th St,,,,,,,,
Bon Appetit @ Usf - Gleeson Library,2130 Fulton St,,,,,,,,
Raavi Eatery,1063 Market St,,,,,,,,
The Boardroom,1600 Powell St,,,,,,,,
"Out The Dough, Llc",28 Trinity Pl,,,,,,,,
Kenko Cater,1740 Church St,,,,,,,,
T & T Cafe,601 Broadway St,,,,,,,,
Ichiraku Ramen,5336 Geary Blvd,,,,,,,,
Hart,925 Ofarrell St,,,,,,,,
Imagine Culinary Group,185 Berry St,,,,,,,,
Loving Cup,608 Divisadero St,,,,,,,,
Amara,5800 Geary Blvd,,,,,,,,
Yo Tambien Cantina,205 Hugo St,,,,,,,,
The Fruit Tree,2241 Geary Blvd,,,,,,,,
"Obour Foods, Llc",3251 20th Ave,,,,,,,,
Hart,925 Ofarrell St,,,,,,,,
Kim Mitchell Cuisine,1761 Golden Gate Ave Apt 5,,,,,,,,
Fasty Fresh Inc Dba Firepie,3498 Cesar Chavez St,,,,,,,,
Treasure Chest Distributing,1226 Folsom St,,,,,,,,
Bi-Rite Management Services Llc,3505 20th St,,,,,,,,
Eggxotic Inc,3251 20th Ave Ste 156,,,,,,,,
Biteunite Of Usa Llc,600 S Van Ness Ave  2,,,,,,,,
Venus Cafe,700 Clement St,,,,,,,,
Sweet Castro,451 Castro St,,,,,,,,
Postmates Inc,425 Market St Fl 8,,,,,,,,
Taco El Ojo De Agua #2,300 5th St,,,,,,,,
New Fortune Restaurant,811 Stockton St,,,,,,,,
Taco El Ojo De Agua #2,300 5th St,,,,,,,,
Tia Ampa Bakery,81 Frank Norris St Apt 706,,,,,,,,
Irving Pizza,928 Geary St,,,,,,,,
Al Pastor Papi,246 Rome St,,,,,,,,
Oye Managua,3385 Mission St,,,,,,,,
Peet's Coffee & Tea,692 Mission St,,,,,,,,
409 Bryant St,409 Bryant St,,,,,,,,
50 Fremont St,50 Fremont St,,,,,,,,
Ruru Kitchen,350 Rode Island  Ste 240,,,,,,,,
Ruru Kitchen,350 Rhode Island St Ste 240,,,,,,,,
Royal Exchange Rest Co The / Taco Taco,301 Sacramento St,,,,,,,,
Amara,5800 Geary St,,,,,,,,
Crave Subs,1650 Holloway Ave Sb108,,,,,,,,
Hidden Star Orchards@mission Community Market,84 Bartlett,,,,,,,,
Dijon Burger,1428 Polk St,,,,,,,,
Stone Korean Kitchen,4 Embarcadero Center  Street Revel Ctr,,,,,,,,
Pizza Flirt,464 Broadway St,,,,,,,,
Cybella's,464 Broadway St,,,,,,,,
Barnzu Korean Tapas,250 Hyde St,,,,,,,,
Dancing Yak Llc,280 Valencia St,,,,,,,,
Quickly Tea Plus Tea Bar,4482 Mission St,,,,,,,,
Green Tiffin,160 14th St,,,,,,,,
Frena,404 20th Ave,,,,,,,,
Golden State Grill Llc,4448 Mission St,,,,,,,,
El Capitan,1196 Folsom St,,,,,,,,
Aramex Restaurant Inc.,2020 Mission St,,,,,,,,
Tastebuds,600 5th Ave,,,,,,,,
Hidden Star Orchards @Stonestown Farmers Market,3251 20th Ave,,,,,,,,
Nickies Irish Pub,466 Haight,,,,,,,,
Indulgence Tea Bar,1490 Ocean Ave 1,,,,,,,,
Queen Pickle,2948 Folsom St,,,,,,,,
601 Dupont,601 Grant Ave,,,,,,,,
The Hearth,4701 Geary Blvd,,,,,,,,
"Crepes Ohh La La/ Hasnia Inc,",522 522 Columbus Ave,,,,,,,,
Ushitaro,Sloat Blvd Ste 189,,,,,,,,
Yoji Kanro,118 Diamond Cove Ter,,,,,,,,
Fresh Tea Co.,1490 Ocean Ave Ste 1,,,,,,,,
Ushitaro,1382 9th Ave,,,,,,,,
Gratta Wines,1605 Jerrold St,,,,,,,,
Piri Pica,590 Valencia St,,,,,,,,
Yvonne's Southern Sweets,1605 Jerrold Ave,,,,,,,,
Kc Catering And Events Management,660 4th St Ste 328,,,,,,,,
Due Dates,912 Irving St,,,,,,,,
"Breakfast Labs, Llc",4104 24 St 1019,,,,,,,,
Kc Catering And Events Planning,660 4th St #328,,,,,,,,
"Alembic, Sf",1725 Haight St,,,,,,,,
Susiecakes Bakery,50 Fremont St,,,,,,,,
Taco Taco,301 Sacramento St,,,,,,,,
Aramex,2020 Mission St,,,,,,,,
Parklab Gardens,410 China Basin St,,,,,,,,
Teabaes.co,1490 Ocean Ave Ste 1,,,,,,,,
Jarisara,420 Mission Bay Blvd Unit 403,,,,,,,,
Prairie,3431 19th St,,,,,,,,
Gratta Wines,1605 Jerrold Ave,,,,,,,,
Irma's Pampanga Restaurant,2901 16th St,,,,,,,,
Bistro Kazan,930 Bush St,,,,,,,,
Broadway Coffee Bros Llc,900 North Point,,,,,,,,
Facebook Inc.,181 Fremont St 25th Fl,,,,,,,,
Tea 4 You,646 Irving St.,,,,,,,,
Origen,2948 Folsom St,,,,,,,,
Hakashi Japanese Sushi Bar & Grill,474 3rd Street,,,,,,,,
Rice Paper Scissors,2929 19th Street,,,,,,,,
Mauer Park,500 Church St,,,,,,,,
City Beer Store,1148 Mission St,,,,,,,,
"Niku Steakhouse, The Butcher, Udon Time",1 Henry Adams St,,,,,,,,
Thai Nghiep Ky Mi Gia Restaurant,1427 Noriega St,,,,,,,,
Dough Xx,3189 21st St 3,,,,,,,,
Dough Xx,2948 Folsom St,,,,,,,,
Mybento,214 Sutter St,,,,,,,,
The Upper Crust Baking Co.,699 Columbus Ave,,,,,,,,
Little Creatures Brewing Company   Little Creatures Brew Pub,Mission Bay St,,,,,,,,
Fusion Poki Inc.,2123 Polk St,,,,,,,,
Ariana's Energy Bites,939 Page St,,,,,,,,
Udon Time,1 Henry Adams St,,,,,,,,
Niku Steakhouse,1 Henry Adams St,,,,,,,,
The Butcher Shop By Niku,1 Henry Adams St,,,,,,,,
Crepe & Curry,5 Embarcadero Center,,,,,,,,
Sanppo Restaurant,1702 Post St,,,,,,,,
Model Pastry Design,2904 Jackson St Apt 1,,,,,,,,
Allstars Donuts,399 5th St,,,,,,,,
Peet's Coffee And Tea Inc,855 Brannan St,,,,,,,,
Yancy's Saloon,734 Irving St,,,,,,,,
Isa,3324 Steiner St,,,,,,,,
Freshway Fish,659 Columbus Ave,,,,,,,,
Kathy'z Louisiana Gourmet Soul,2948 Folsom St,,,,,,,,
"Abzz Snacks, Llc (Dba Yoconut Dairy Free)",5430 3rd Street  Unit 4d,,,,,,,,
Mac'd,2127 Polk St,,,,,,,,
The Coffee Movement,1030 Washington St,,,,,,,,
Mixt Greens/mixt,901 Valencia St,,,,,,,,
Little Creatures Brewing Company,1 Mission Bay St,,,,,,,,
Little Creatures Brewery,1 Mission Bay St,,,,,,,,
Bobos The Steak The Crab,1450 Lombard St,,,,,,,,
Bobos The Steak,1450 Lombard St,,,,,,,,
Bobs Burger Bar,1434 Lombard St,,,,,,,,
La Flor De Izote,3781 Mission St,,,,,,,,
Grant Place Restaurant,737 Washington St,,,,,,,,
Chatz Coffee,215 2nd St,,,,,,,,
Panchitas,530 Valencia St,,,,,,,,
San Francisco Proper Hotel - Villon,1100 Market St,,,,,,,,
San Francisco Proper Hotel - Charmaine's,1100 Market St,,,,,,,,
San Francisco Proper Hotel - La Bande,1100 Merket St,,,,,,,,
Simply Delish,1605 Jerrold Ave,,,,,,,,
Cow Marlowe Sf Llc,3154 Fillmore St,,,,,,,,
Cow Marlowe,3154 Fillmore St,,,,,,,,
Izakaya Yoki,900 Bush St Ste C101,,,,,,,,
Izakaya Yoki,900 Bush St Ste C101,,,,,,,,
Verjus Wine Bar And Retail,550 Washington St,,,,,,,,
Poets Cafe,100 Larkin St,,,,,,,,
Sfbayker,290 Alhambra St Apt 2,,,,,,,,
Eightea,91 6th St St,,,,,,,,
Word A Cafe,3rd St,,,,,,,,
Nommo,396 Harrison St Ste 100,,,,,,,,
Obispo,355 11th St Ste 100,,,,,,,,
Souvla,531 Divisadero St,,,,,,,,
Chanvi,1063 Market St,,,,,,,,
Little Creatures Brew Pub,1 Mission Bay St,,,,,,,,
Luke's Lobster,92 2nd St,,,,,,,,
Memphis Minnie's Bbq Joint,576 Haight St,,,,,,,,
Mamo,3659 Buchanan St,,,,,,,,
Mama Coco's Restaurant,4995 Mission St,,,,,,,,
Mochiya,4104 24th St #1019,,,,,,,,
Neutral,3157 Geary Blvd,,,,,,,,
Neutral,3157 Geary Blvd,,,,,,,,
Sajj``,485 Pine St,,,,,,,,
"U Haul ,  Xx - Sf",1188 Mission St 1313,,,,,,,,
The Lucky Pig,791 O'farrell St,,,,,,,,
The Story Of Ramen,3231 24th St,,,,,,,,
Gourmet Noodle House Inc,3751 Geary Blvd,,,,,,,,
Upfordaz,1198 Valencia St #105,,,,,,,,
El Trebol Sports Bar,3149 22nd St,,,,,,,,
Piccolo Pete,2155 Bayshore Blvd,,,,,,,,
Jacqueline Apple,297 Magellan Ave,,,,,,,,
Plain Jane,1000 Guerrero St,,,,,,,,
Ppq Dungeness Island,2332 Clement St,,,,,,,,
Goood Fortune Llc.,700 Grant Ave,,,,,,,,
Greg Dunmore,250 Fell St,,,,,,,,
Dumpling Specialist,1123 Taraval St,,,,,,,,
Manny's,3092 16th St,,,,,,,,
Freshway Fish,699 Columbus Ave,,,,,,,,
Kkochi Korean Bbq Restaurant,704 Post St,,,,,,,,
Wise Goat Organics,1 Ferry Building,,,,,,,,
Thatchers Gourmet Popcorn,1201 Minnesota St,,,,,,,,
Local Cafe,33 Kearny St,,,,,,,,
Tradicion Peruana Cultural Center,525 Eninburgh St,,,,,,,,
Kitchen Guerrero,1000 Guerrero St,,,,,,,,
Pink Shallot,1000 Guerrero St,,,,,,,,
Mission Coffee,3325 24th St,,,,,,,,
"Knead And Nourish, Llc",260 Wawona St,,,,,,,,
Katletki,2948 Folsom St,,,,,,,,
Coz Corporation Dba,500 Howard St Fl 8th,,,,,,,,
Parklab Gardens,1379 4th St,,,,,,,,
Sushi Shoh,406 Dewey Blvd,,,,,,,,
Gawaram Llc,1574 9th Ave,,,,,,,,
Gochees Pizza,2 Embarcadero Ctr Unit B6,,,,,,,,
Barbary Coast Taproom,515 Broadway,,,,,,,,
Sade,3145 Fillmore St,,,,,,,,
Peaches Patties Llc,2948 Folsom St,,,,,,,,
Peaches Patties Llc,331 Cortland Ave,,,,,,,,
Fasty Fresh Inc / Firepie,3498 Cesar Chavez St,,,,,,,,
Philmore Creamery,1840 Fillmore St,,,,,,,,
Palette Tea House,900 North Point St B201a,,,,,,,,
Underdogs To,3600 Taraval St,,,,,,,,
"Guckenheimer Services, Llc @ Twitch",350 Bush St Ste 200,,,,,,,,
Mai Mai Sandwich & Bakery,750 Clement St,,,,,,,,
Sushi Boat,700 Grant Ave,,,,,,,,
Snow Garden Express,716 Grant Ave,,,,,,,,
Seniores Pizza,320 11th St,,,,,,,,
Memphis Minnie's Bbq Joint,576 Haight St,,,,,,,,
Van Ness Cafe & Gyros,826 Van Ness Ave,,,,,,,,
Princess Pies Co. Llc,230 Farallones St,,,,,,,,
903,1574 9th Ave,,,,,,,,
The Cupboard,326 Baker St Apt 4,,,,,,,,
Ryan Scott 2 Go Llc,2937 24th St,,,,,,,,
Shabu House Valencia Inc.,1050 Valencia St,,,,,,,,
Happy Cow Creamery & Tea,2291 3rd St,,,,,,,,
Broaster Chicken & Sweet,393 Eddy St,,,,,,,,
Omakase Restaurant Group,25 Division St Ste 202,,,,,,,,
Leftys Ballpark Buffet,145 Jefferson St Ste 400,,,,,,,,
Supreme Crab,245 Jefferson St,,,,,,,,
"#1 Verjus Cave, #2 Verjus",550 Washington St,,,,,,,,
Cliffside Cakes,130 Gardenside Dr Apt 304,,,,,,,,
Hakka Restaurant,4401 Cabrillo St A,,,,,,,,
Guckenheimer @ Google - Rincon Center,121 Spear St,,,,,,,,
Noosh,2001 Fillmore Street,,,,,,,,
Cochinita,709 O'farrell St,,,,,,,,
Salesforce Tower,415 Mission St St Fl 5th,,,,,,,,
Barbera Pinseria & Cocktail Bar,431 Columbus Ave,,,,,,,,
Pasta-Pop-Up,550 Green St,,,,,,,,
Cardona's Food Truck,272 Mcallister St,,,,,,,,
K-Asian Kitchen Llc,121 New Montgomery St,,,,,,,,
Wow Thai Kitchen,815 O'farrell St 508,,,,,,,,
"Angler Sf, Llc",132 The Embarcadero,,,,,,,,
Palace Of Spices,173 Eddy St,,,,,,,,
Wow Thai Kitchen,701 Randolph St,,,,,,,,
Ritu Indian Soul Food,3111 24th St,,,,,,,,
Bi-Rite Cafe,52 Grove St,,,,,,,,
Eko Kitchen,160 14th Street St,,,,,,,,
Sorabol Korean Bbq And Asian Noodles,845 Market St Fe-3,,,,,,,,
New Tikka Masala,425 Ellis St,,,,,,,,
Ito Inc. Dba Tosai,3251 20th Ave Unit 159,,,,,,,,
Laguna Garden Bakery,1 United Nations Plz,,,,,,,,
Churros Madrid,3251 20th Ave,,,,,,,,
Mg-350 Mission Llc,244 California St  Ste 400,,,,,,,,
Guckenheimer @ Google - Rincon Coffee Bar,121 Spear St,,,,,,,,
Presidio Pizza Company,1862 Divisadero St,,,,,,,,
Ping & Yang,955 Larkin St,,,,,,,,
Kaiyo Restaurant & Bar,1838 Union St,,,,,,,,
Bello Coffee Llc,2885 Diamond St,,,,,,,,
Guckenheimer @ Google Rincon - 6th Floor Catering Pantry,121 Spear St 6th Fl,,,,,,,,
The Italian Homemade Company,1 Franklin St,,,,,,,,
Guckenheimer @ Google Rincon - 2nd Floor Catering Pantry,121 Spear St 2nd Fl,,,,,,,,
"Cosmopolitan Of Ca, Llc",415 Mission St 5,,,,,,,,
The Uncreamery,2948 Folsom St,,,,,,,,
Mangrove Kitchen,312 Divisadero St,,,,,,,,
Guckenheimer 1142.01 - Coffee 12th Floor,1 Market St,,,,,,,,
Guckenheimer 1142.01 - Catering Pantry 12th Floor,1 Market St,,,,,,,,
Frolic & Detour Bakery Llc,1483 Sutter St 1401,,,,,,,,
Taylor Lane Organic Coffee,200 Market St,,,,,,,,
Dynamo Donuts,2760 24th St,,,,,,,,
Dynamo Donut & Coffee,2760 24th St,,,,,,,,
94635 Employee Training Room,24 Willie Mays Plaza 999,,,,,,,,
94637 Doggie Diner/great House Beer,24 Willie Mays Plaza 2142,,,,,,,,
94638 Anchor Brewing,24 Willie Mays Plaza Upper Center Field Sec 142,,,,,,,,
94640 Say Hey Sausage/carvery,24 Willie Mays Plaza 2127,,,,,,,,
94641 Doggie Diner,24 Willie Mays Plaza 5318,,,,,,,,
94644 Derby Grill,24 Willie Mays Plaza 5323,,,,,,,,
94649 Doggie Diner/garlic Fries/tony's Pizza,24 Willie Mays Plaza 1144,,,,,,,,
94652 Gilroy Garlic Fries,24 Willie Mays Plaza 2118,,,,,,,,
94654 Derby Grill/tony's Pizza,24 Willie Mays Plaza 2103,,,,,,,,
94658 Portable 6,24 Willie Mays Plaza,,,,,,,,
94660 Portable 2 Popcorn,24 Willie Mays Plaza,,,,,,,,
94664 Doggie Diner,24 Willie Mays Plaza 2134,,,,,,,,
94665 Tony's Pizza,24 Willie Mays Plaza 5314,,,,,,,,
94672 Doggie Diner,24 Willie Mays Plaza 2121,,,,,,,,
94673 Great House Of Brews,24 Willie Mays Plaza 2114,,,,,,,,
94674 Doggie Diner,24 Willie Mays Plaza 2112,,,,,,,,
94939 Gilroy Garlic,24 Willie Mays Plaza Promenade Lvl Sec 106,,,,,,,,
94943 Hearth Table,24 Willie Mays Plaza Lower Cent Fd Rm 1144,,,,,,,,
94679 Derby Grill/giuseppe Bazzuro/murph's Pub/cove,24 Willie Mays Pl 3209,,,,,,,,
94696 Portable 9 Popcorn,24 Willie Mays Plaza Promenade Level 2,,,,,,,,
94912 Cognac Kitchen & Bar,24 Willie Mays  3232,,,,,,,,
94935 Baby Bull Cart,24 Willie Mays Pl Upper Cf Sec 143,,,,,,,,
94936 Murph's Pub,24 Willie Mays Pl View Section 302,,,,,,,,
94938 Anchor Grill Cart,24 Willie Mays Pl Upper Cf Sec 143,,,,,,,,
94760 Main Kitchen,24 Willie Mays Plaza 4.10.03,,,,,,,,
94970 Field Club Bistro,24 Willie Mays Plaza Field Level Rm 1.09.04,,,,,,,,
95000 Derby Grill Stand,24 Willie Mays Plaza Promenade Level Rm 213,,,,,,,,
94973 Bar San Pancho/desel Ford Fongs/wine Bar,24 Willie Mays Pl Field Level Rm 1.11.11,,,,,,,,
95040 Portables 9 Doggie Diner Cart,24 Willie Mays Pl Promenade Lvl Near Sec 133,,,,,,,,
95036 Hot Corner Bart Cart,24 Willie Mays Plaza Promenade Lvl Near Sec 134,,,,,,,,
94977 Portables 2 Carvery/bbq,24 Willie Mays Pl Promenade Lvl Sect 112,,,,,,,,
94978 Murph's Pub Cart,24 Willie Mays Pl Promenade Lvl Sect 121,,,,,,,,
94980 Orlandos' Caribbean Bbq,24 Willie Mays Pl Upper Cent Fd Sect 142,,,,,,,,
94981 Portables 2 Mccovey's Bbq,24 Willie Mays Pl Promenade Lvl Sect 110,,,,,,,,
94982 Crazy Crab'z Food Cart,24 Willie Mays Pl Upper Center Fd Sec 142,,,,,,,,
94983 Chowder House,24 Willie Mays Pl Upper Cent Fd Sect 143,,,,,,,,
Fire And Brew,77 Jefferson St,,,,,,,,
Guckenheimer @ Google Rincon - Breakrooms Floors 2-4,121 Spear St,,,,,,,,
Guckenheimer @ Google Rincon - Breakrooms Floors 5-6,121 Spear St,,,,,,,,
95059 Portables Say Hey Sausage,24 Willie Mays Plaza Sec 114,,,,,,,,
95071 Portable 1 Doggie Diner,24 Willie Mays Plaza Sec 106,,,,,,,,
95093 Popcorn Stand,24 Willie Mays Plaza Promenade Lvl Sec 126,,,,,,,,
95102 Portable Edsel Fordfong Cart,24 Willie Mays Plaza Promenade Lvl Sec 117,,,,,,,,
95107 Portable 4 Chicago Dog/roasted Peanut Cart,24 Willie Mays Plaza  Promenade Lvl Sec 117,,,,,,,,
95118 Portables 3 Da Poke-Man,24 Willie Mays Pl Promenade Lvl Sec 114,,,,,,,,
95136 Nacho Cart Portable 13,24 Willie Mays Pl Lower Cent Fd Sec 139,,,,,,,,
95142 Portable 13 Popcorn Cart,24 Willie Mays Pl Lower Cent Fd Sec 142,,,,,,,,
95144 Say Hey Sausage Grill Cart,24 Willie Mays Pl Lower Cent Fd Sec 140,,,,,,,,
95061 Portables 2 Beverage Cart,24 Willie Mays Plaza Sec 112,,,,,,,,
95139 Bayside Brews Beverage Cart,24 Willie Mays Pl Lower Cent Fd Sec 142,,,,,,,,
95138 Bayside Brews Beverage Cart,24 Willie Mays Pl Lower Cent Fd Sec 144,,,,,,,,
95143 Portable 13 Beverage Cart,24 Willie Mays Pl Lower Cent Fd Sec 140,,,,,,,,
95148 Coors Light Plaza,24 Willie Mays Pl Upper Cent Fd Sec 146,,,,,,,,
Caviar Fix,3245 Judah St,,,,,,,,
95110 Bayside Brew Beer Cart,24 Willie Mays Pl Promenade Lvl Sect 118,,,,,,,,
95104 Portables 2 Bayside Brews,24 Willie Mays Pl Promenade Lvl Sec 112,,,,,,,,
95100 P-17 Nacho/beer Cart,24 Willie Mays Pl Promenade Lvl Sec 106,,,,,,,,
95098 Portables 4 Bayside Brews Beer Cart,24 Willie Mays Pl Promenade Lvl Sect 118,,,,,,,,
95099 Vintage 58 Wine Bar,24 Willie Mays Pl Promenade Lvl Sec 118,,,,,,,,
95094 Portables 3 Blue Moon Kiosk,24 Willie Mays Pl Promenade Lvl Sec 114,,,,,,,,
95149 Cervezas Cart,24 Willie Mays Pl Upper Cent Fd Sec 142,,,,,,,,
95151 Bayside Brews,24 Willie Mays Pl Upper Cent Fd Sec 143,,,,,,,,
95160 Outtahere Cheese Steak,24 Willie Mays Pl Upper Cent Fd Sec 143,,,,,,,,
95096 Portables 1 Bayside Brews,24 Willie Mays Pl Promenade Lvl Sec 103,,,,,,,,
95092 Portables 1 Bayside Brews,24 Willie Mays Pl Promenade Lvl Sec 105,,,,,,,,
95091 Portables 1 Wine Cart,24 Willie Mays Pl Promenade Lvl Sec 105,,,,,,,,
95161 Margarita/mojitos Cart,24 Willie Mays Pl Upper Cent Fd Sec 143,,,,,,,,
95090 Mission Creek Cantina Bar,24 Willie Mays Promenade Level Rm 106,,,,,,,,
95195 Bayside Brews,24 Willie Mays Pl View Level Sec 307,,,,,,,,
95198 Bayside Brews,24 Willie Mays Pl View Level Sec 326,,,,,,,,
95199 Bayside Brews,24 Willie Mays Pl View Level Sec 324,,,,,,,,
95201 Zach's Deli,24 Willie Mays Pl Field Level Rm 1.11.11,,,,,,,,
95200 Margaritas Beer Cart,24 Willie Mays Pl View Lvl Sec 314,,,,,,,,
95153 Gotham Bar,24 Willie Mays Pl Levi Landing,,,,,,,,
95145 California Wine Cart Portalble 13,24 Willie Mays Pl Lower Cent Field Sec 140,,,,,,,,
95159 Cable Car Bar,24 Willie Mays Pl Promenade Lvl Sec 116,,,,,,,,
95152 Cable Car Bar,24 Willie Mays Pl Upper Cent Fd Sect 143,,,,,,,,
Tancca,555 Jones St Apt 406,,,,,,,,
95213 Suite Portable Bar,24 Willie Mays Plaza Suite Level  38,,,,,,,,
95208 California Wine Bar Cart,24 Willie Mays Pl View Level  Sec 332,,,,,,,,
95146 Bayside Brews Beer Cart,24 Willie Mays Pl Lower Cent Fd  Sect 139,,,,,,,,
95140 Jack Daniels Beer Cart,24 Willie Mays Pl Lower Cent Fd  Sect 142,,,,,,,,
95141 Jack Daniels Beer Cart,24 Willie Mays Pl Lower Cent Fd  Sect 142,,,,,,,,
95068 Portables 2 Bayside Brews,24 Willie Mays Pl Section  107,,,,,,,,
95050 Portables 8 Bayside Brews Bottle Beer Cart,24 Willie Mays Pl Near  Sec 133,,,,,,,,
95051 Bayside Brews,24 Willie Mays Pl Near Section  103,,,,,,,,
95052 Portables 6 Bayside Brews Beer Cart,24 Willie Mays Pl Near Sec  103,,,,,,,,
95053 - Portables 8 California Wine Cart,24 Willie Mays Pl Near Section  133,,,,,,,,
95057 Portables 9 Bayside Brews Beer Cart,24 Willie Mays Pl Near Section  136,,,,,,,,
95058 Portables 8 Bayside Brews Beer Cart,24 Willie Mays Pl Section  133,,,,,,,,
Fangyuan Kitchen,31 Cambon Dr,,,,,,,,
95227 Bayside Brews Beverage Cart,24 Willie Mays Pl View Lvl  Sect 332,,,,,,,,
95236 Margarita Cart,24 Willie Mays Pl View Level  Sec 214,,,,,,,,
95234 Portable Bar (Mixed Drinks),24 Willie Mays Pl Club Lvl  Sect 205,,,,,,,,
95233 Flight Deck Bar,24 Willie Mays Pl Club Lvl  Sect 230,,,,,,,,
95235 Farmers Market/snack,24 Willie Mays Plaza Club Level Sect  219,,,,,,,,
95230 Vintage 58 Wine Cart,24 Willie Mays Pl View Lvl  Sect 324,,,,,,,,
95232 Say Hey Sausage Cart,24 Willie Mays Plaza View Level Sect  326,,,,,,,,
Mendocino Farms,465 California St,,,,,,,,
Creperie Saint-Germain,1750 Cesar Chavez  D,,,,,,,,
Saffa Home Foods,1750 Cesar Chavez  Unit D,,,,,,,,
Let's Split,539 Valencia St,,,,,,,,
95231 Doggie Diner Cart,24 Willie Mays Plaza View Level Sec 307,,,,,,,,
95237 Portable Bar (Mixed Drinks),24 Willie Mays Pl Club Lvl Sect 213,,,,,,,,
95228 The Carvery,24 Willie Mays Plaza Club Level Room 3210,,,,,,,,
95229 Outta Here Cheesesteak,24 Willie Mays Plaza View Level Sec 318,,,,,,,,
95238 Margarita Cart,24 Willie Mays Plaza Club Level Sec 232,,,,,,,,
95239 Popcorn Cart,24 Willie Mays Plaza View Level Sec 307,,,,,,,,
95240  Margarita Cart,24 Willie Mays Plaza View Level Sec 304,,,,,,,,
95245 Doggie Diner/taqueria,24 Willie Mays Plaza View Level Sec 332,,,,,,,,
95326 3rd Base Service Tunnel Beer Cart,24 Willie Mays Pl Field Level Sec 122,,,,,,,,
95246 Main Warehouse Storage & Walk-In Boxes,24 Willie Mays Plaza Field Level,,,,,,,,
95323 Budweiser Portable Stand,24 Willie Mays Pl View Lvl Sect 326,,,,,,,,
95247 Doggie Diner,24 Willie Mays Plaza Club Level Sec 205,,,,,,,,
95249 Coors Cable Car Bar,24 Willie Mays Pl View Lvl Sect 318,,,,,,,,
95248 Liquor Room & Walk-In Box,24 Willie Mays Plaza Club Lvl Sec 212,,,,,,,,
95242 Jack Daniel's Bar,24 Willie Mays Pl View Lvl Sect 334,,,,,,,,
95216 Ballpark Snacks Stand,24 Willie Mays Plaza Pl Field Level 1.11.11,,,,,,,,
95241 Peroni Beer Cart,24 Willie Mays Pl View Lvl Sec 304,,,,,,,,
95250 C& C Concessions/view Level Vending Room,24 Willie Mays Pl View Lvl Rm 5326,,,,,,,,
95252 C & C Concessions/portable 331 Lemonade Snack Cart,24 Willie Mays Pl View Lvl Sec 331,,,,,,,,
95253 C & C Concessions/portable 142 Lemonade Stand,24 Willie Mays Pl Upper Center Field Sec 142,,,,,,,,
95256 C & C Concessions/portable 115 Lemonade Snack Cart,24 Willie Mays Pl Promenade Lvl Sec 115,,,,,,,,
95303 C & C Concessions/portable 103 Lemonade Snack Cart,24 Willie Mays Pl Promenade Lvl Sec 103,,,,,,,,
95305 C & C Concessions/portable 214 Lemonade Snack Cart,24 Willie Mays Pl Club Lvl Sec 214,,,,,,,,
95310 C & C Concessions/portable 318 Lemonade Snack Cart,24 Willie Mays Pl View Lvl Sec 318,,,,,,,,
95311 C & C Concessions/portable 130 Lemonade Snack Cart,24 Willie Mays Pl Promenade Lvl Sec 130,,,,,,,,
95312 C & C Concessions/portable 311 Lemonade Snack Cart,24 Willie Mays Pl View Level Sec 311,,,,,,,,
95313 C & C Concessions/main Vending Commissary Room,24 Willie Mays Pl Lower Center Field Sec 144,,,,,,,,
Homeplate Boba Cart,24 Willie Mays Pl Promenade Lvl Sec 121,,,,,,,,
Homeplate Boba Cart,24 Willie Mays Pl View Lvl Sec 319,,,,,,,,
Piccolo Pete,2155 Bayshore Blvd,,,,,,,,
Eat Club Inc,75 Columbia Cir,,,,,,,,
903,1566 Carroll Ave,,,,,,,,
Brown Sugar Kitchen,1 Ferry Building  41,,,,,,,,
Halal Shop,1650 Holloway Ave Unit C,,,,,,,,
Mumsa Llc,1750 Cesar Chavez  Suite E,,,,,,,,
Lam Hoa Thuan Restaurant,2337 Irving St,,,,,,,,
Crepe Em Coming,825 Minnesota St Apt 7,,,,,,,,
Quick Grub,1 Bush St,,,,,,,,
Troya Mediterranean Soma,214 Townsend St,,,,,,,,
Gold Rush Kettle Korn Llc,1 United Nations Plz,,,,,,,,
Pho Vung Tau,708 Vallejo St,,,,,,,,
The Store On The Corner,121 New Montgomery St,,,,,,,,
Barbara Pinseria & Cocktail Bar,431 Columbus Ave,,,,,,,,
Unrestricted,555 Buena Vista Ave Apt 101,,,,,,,,
