,Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries
6411,1005623-08-141,1003296,Dirty Robot Brew Works Inc,Dirty Robot Brew Works Inc,150 Mississippi St,San Francisco,CA,94107.0,8/28/14,,8/28/14,1/1/16,8605 SANTA MONICA BLVD 90502 #,West Hollywood,90069,CA,,,,
6412,1005703-08-141,392127,Sf Carts And Concessions,Stanley's Steamers,333 Post St,San Francisco,CA,94108.0,10/1/99,,8/28/14,,9 MAGEE CT,Moraga,94556,CA,D19 H33 H78,Multiple,3.0,Financial District/South Beach
6413,1005777-08-141,1003323,Lam Chi Chiu/liang Biyun,Notes From Underground Cafe,2399 Van Ness Ave,San Francisco,CA,94109.0,8/28/14,,8/28/14,,2399 VAN NESS AVE,San Francisco,94109,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6414,1005927-08-141,1003352,Kingdom Of Dumpling Llc,Kingdom Of Dumpling,1713 Taraval St,San Francisco,CA,94116.0,8/29/14,,8/29/14,,1713 TARAVAL ST,San Francisco,94116,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6415,1006026-08-141,479571,Ramen Underground Llc,Ramen Underground,356 Kearny St,San Francisco,CA,94108.0,6/1/13,,6/1/13,,356 KEARNY ST,San Francisco,94108,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6416,1006201-09-141,1003406,Real Drinks Inc,Jackalope,1092 Post St,San Francisco,CA,94109.0,9/2/14,,9/2/14,,1092 POST ST,San Francisco,94109,CA,H86,BARS/TAVERNS W/O FOOD PREP,,
6417,1006217-09-141,1003411,Kittea Llc,Kittea Llc,96 Gough St,San Francisco,CA,94102.0,9/2/14,,9/2/14,,96 GOUGH ST,San Francisco,94102,CA,H24 H42,Multiple,5.0,Hayes Valley
6418,1006236-09-141,1003416,Hafeez Zafar,Masala Dosa,1375 Ninth Ave,San Francisco,CA,94122.0,9/1/14,,9/1/14,,1375 9TH AVE,San Francisco,94122,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",5.0,Inner Sunset
6419,1006262-09-141,1003213,A Friscovich Llc,Stookey's,895 Bush St,San Francisco,CA,94108.0,8/22/14,,9/2/14,,3739 BALBOA ST # 192,San Francisco,94121,CA,,,3.0,Nob Hill
6420,1006263-09-141,1003213,A Friscovich Llc,Club Moderne,895 Bush St,San Francisco,CA,94108.0,8/22/14,,9/2/14,,3739 BALBOA ST # 192,San Francisco,94121,CA,,,3.0,Nob Hill
6421,1006301-09-141,1003447,Yoon John,Kazan,2809 24th St,San Francisco,CA,94110.0,9/3/14,,9/3/14,,2809 24TH ST,San Francisco,94110,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6422,1006470-09-141,1003489,Curtin Noreen,Grandma's Saloon,1016 Taraval St,San Francisco,CA,94116.0,7/2/14,,7/2/14,,1016 TARAVAL ST,San Francisco,94116,CA,H86 P12,Multiple,,
6423,1006525-09-141,1003505,Deli North Beach Central Llc,Central Station Deli Sf,728 Vallejo St,San Francisco,CA,94133.0,9/4/14,,9/4/14,,728 VALLEJO ST,San Francisco,94133,CA,H07,RETAIL FOOD MARKET W/FOOD PREP. LT 5001 SQFT,3.0,Chinatown
6424,1006633-09-141,1003543,Fishermans Wharf Quickly Inc,Fishermans Wharf Quickly Inc,2800 Leavenworth St #A11,San Francisco,CA,94133.0,9/5/14,,9/5/14,,2800 LEAVENWORTH ST # A11,San Francisco,94133,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6425,1006647-09-141,472888,Project Juice Llc,Project Juice,790 Valencia St,San Francisco,CA,94110.0,10/1/12,3/1/19,9/1/14,3/1/19,��,,,,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6426,1006663-09-141,375710,Eng Lan Fong,Auntie Lan's,1031 Ocean Ave,San Francisco,CA,94112.0,3/23/04,,9/5/14,,4446 CALIFORNIA ST,San Francisco,94118,CA,,,,
6427,1006727-09-141,1003582,Hsm Coffee Llc,La Capra Coffee,50 Fremont St 110,San Francisco,CA,94105.0,9/8/14,,9/8/14,,50 FREMONT ST STE 110,San Francisco,94105,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",6.0,Financial District/South Beach
6428,1006751-09-141,1003593,"Sauceontheside, Llc",Tap (415),845 Market St #495,San Francisco,CA,94107.0,9/1/14,,9/1/14,,25 LUSK ST,San Francisco,94107,CA,D04 H25,Multiple,,
6429,1006776-09-141,1003606,Derry Partners Llc,The Crafty Fox Ale House,1700 Mission St,San Francisco,CA,94103.0,9/8/14,,9/8/14,,1921 HYDE ST,San Francisco,94109,CA,D04 H25,Multiple,,
6430,1006785-09-141,374570,Bistro American Llc,Brenda's Meat & Three,919 Divisadero St,San Francisco,CA,94115.0,1/3/04,,9/8/14,,919 DIVISADERO ST,San Francisco,94115,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6431,1006825-09-141,384285,Sega Food Group Inc,Caffe Central,530 Parnassus Ave,San Francisco,CA,94143.0,12/24/08,,9/9/14,,339 BALBOA ST,San Francisco,94118,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6432,1006975-09-141,1000846,Kayseki Llc,Oz Pizza,508 Castro St,San Francisco,CA,94114.0,7/16/14,,9/10/14,,508 CASTRO ST,San Francisco,94114,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6433,1006984-09-141,1003706,Yellow Onion Enterprise Llc,Yellow Onion Enterprise Llc,3303 Mission St,San Francisco,CA,94110.0,8/26/14,,8/26/14,,68 GLENVIEW DR,San Francisco,94131,CA,,,,
6434,1007099-09-141,1003761,Ciya Inc,New Gyro King,25 Grove St,San Francisco,CA,94102.0,9/11/14,,9/11/14,,25 GROVE ST,San Francisco,94102,CA,H25 POS01,Multiple,,
6435,1007118-09-141,316776,Chin Herman C & Tay Jie Lan,Chin,332 Clement St,San Francisco,CA,94118.0,6/20/98,,9/10/14,12/10/14,726 NORIEGA ST,San Francisco,94122,CA,,,1.0,Inner Richmond
6436,1008090-09-141,444400,Yuzuki,Mission Dog,598 Guerrero St,San Francisco,CA,94110.0,6/23/11,3/31/19,9/24/14,3/31/19,��,,,,,,,
6437,1007185-09-141,1002648,More Marlowe Llc,Marlowe,500 Brannan St,San Francisco,CA,94107.0,8/12/14,,8/12/14,,500 BRANNAN ST,San Francisco,94107,CA,D04 H26,Multiple,,
6438,1007223-09-141,1003834,Hui Wendy,I-Glow Skin Care,2027 Irving St,San Francisco,CA,94122.0,9/12/14,,9/12/14,1/1/16,2150 IRVING ST,San Francisco,94122,CA,,,4.0,Sunset/Parkside
6439,1007332-09-141,397076,Brooks Norvella A,Cranberry Crunch Pies And Tarts,Bldg 110 Hunters Point Shipyard,San Francisco,CA,94188.0,3/1/06,,8/27/14,,2358 GALWAY RD,San Pablo,94806,CA,,,,
6440,1007338-09-141,397076,Brooks Norvella A,Norvella Brooks,Bldg 110 Hunters Point Shipyard,San Francisco,CA,94188.0,3/1/06,,9/15/14,,2358 GALWAY RD,San Pablo,94806,CA,,,,
6441,1007339-09-141,397076,Brooks Norvella A,Tastytopia,Bldg 110 Hunters Point Shipyard,San Francisco,CA,94188.0,3/1/06,,3/1/06,,2358 GALWAY RD,San Pablo,94806,CA,,,,
6442,1007361-09-141,401805,T Mulia Meylianah,Cozy Cafe,965 Sutter St #C,San Francisco,CA,94109.0,9/20/06,,9/15/14,,1008 BUSH ST,San Francisco,94109,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6443,1007439-09-141,1003958,Sf Project X Llc,Hotspot Bar,1414 Market St,San Francisco,CA,94102.0,9/2/14,,9/2/14,,1414 MARKET ST,San Francisco,94102,CA,H31 H86,Multiple,,
6444,1007606-09-141,451444,Original Tmj Corp,Tikka Masala,98 Judah St,San Francisco,CA,94122.0,9/1/10,,9/17/14,,98 JUDAH ST,San Francisco,94122,CA,,,,
6445,1007608-09-141,1004051,Lopez Bertha,Cafe 55,55 Stockton Ave,San Francisco,CA,94108.0,9/17/14,,9/17/14,,153 VELASCO AVE,Daly City,94014,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6446,1007715-09-141,399860,Ek Food Services Inc,Mugizo,1581 Webster St,San Francisco,CA,94115.0,3/15/12,,9/20/14,,150 ASSOCIATED RD,South San Francisco,94080,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6447,1007734-09-141,433196,Thai Thai Gourmet Thai Food,Thai Thai 2,1400 California St,San Francisco,CA,94109.0,10/15/08,,10/15/08,,1400 CALIFORNIA ST,San Francisco,94109,CA,,,3.0,Nob Hill
6448,1007743-09-141,353799,Tao Cafe Llc,Hoffmann's Grill & Rotisserie,1000 Guerrero St,San Francisco,CA,94110.0,3/1/02,10/31/18,11/1/14,10/31/18,��,,,,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6449,1007770-09-141,455811,Sneakys Bbq Llc,Sneakys Bbq Llc,2937 24th St,San Francisco,CA,94110.0,1/11/11,,1/1/14,10/3/18,3257 16 ST 8 APT,San Francisco,94103,CA,H74,CATERER,,
6450,1007809-09-141,1004153,Honey Badger Ventures Llc,Paodinos,2937 24th St,San Francisco,CA,94110.0,9/19/14,,9/19/14,,160 PORTOLA DR APT 304,San Francisco,94131,CA,,,,
6451,1007811-09-141,1004155,Dosa Dosa Llc,Dosa Dosa,100 Post St,San Francisco,CA,94108.0,9/5/14,,9/5/14,,229 GAMBETTA ST,Daly City,94014,CA,H78,MOBILE FOOD FACILITY 4,3.0,Financial District/South Beach
6452,1007812-09-141,1004155,Dosa Dosa Llc,Dosa Dosa Llc,1 Embarcadero Ctr,San Francisco,CA,94111.0,9/5/14,,9/5/14,3/1/15,229 GAMBETTA ST,Daly City,94014,CA,,,,
6453,1007820-09-141,362050,Yan May,Subway Sandwiches #26855,483 Sacramento St,San Francisco,CA,94111.0,1/1/03,,9/19/14,3/16/17,2434 24TH AVE,San Francisco,94116,CA,,,,
6454,1007822-09-141,180332,Specialtys Cafe & Bakery Inc,Specialtys Cafe & Bakery,680 Folsom St 110,San Francisco,CA,94107.0,3/16/88,,8/21/14,,5050 HOPYARD RD STE 250,Pleasanton,94588,CA,D04 H26,Multiple,6.0,Financial District/South Beach
6455,1007901-09-141,481136,Typ Restaurant Group Inc,Tender Greens,266 King St,San Francisco,CA,94107.0,9/1/13,,9/22/14,,1201 W 5TH ST T400 STE,Los Angeles,90017,CA,D04 H26,Multiple,,
6456,1007910-09-141,1004192,F & L Provisions Inc,Omakase,665 Townsend St,San Francisco,CA,94103.0,9/18/14,,9/18/14,,25 DIVISION ST 202 STE,San Francisco,94103,CA,D04 H26,Multiple,10.0,Mission Bay
6457,1007920-09-141,1004195,Resho Corp,L'emigrante,2199 Mission St,San Francisco,CA,94110.0,9/22/14,,9/22/14,,317 CONNECTICUT ST,San Francisco,94107,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6458,1007999-09-141,1004240,Java Beach Coffee Roasters Inc,Java Beach Coffee Roasters Inc,3620 Wawona St,San Francisco,CA,94116.0,9/23/14,,9/23/14,5/13/15,3620 WAWONA ST,San Francisco,94116,CA,,,4.0,Sunset/Parkside
6459,1008014-09-141,1004247,The Green Tiffin Company Llc,Green Tiffin,1241 8th Ave 1,San Francisco,CA,94122.0,9/23/14,,9/23/14,,1241 8TH AVE APT 1,San Francisco,94122,CA,,,5.0,Inner Sunset
6460,1008022-09-141,325904,Avatar Foods International Inc,The Masonic Auditorium,1111 California St,San Francisco,CA,94108.0,4/2/99,,9/19/99,,1030 ILLINOIS ST,San Francisco,94107,CA,D19 H26,Multiple,3.0,Nob Hill
6461,1008084-09-141,424506,Verrotta Llc,Cesco Pizza,135 4th St #Fc6,San Francisco,CA,94103.0,1/7/08,,9/24/14,,4072 18TH ST,San Francisco,94114,CA,,,,
6462,1008086-09-141,444400,Yuzuki,Yuzuki Japanese Eatery,598 Guerrero St,San Francisco,CA,94110.0,6/23/11,3/31/19,9/24/14,3/31/19,��,,,,,,,
6463,1008089-09-141,1004282,2445 Noriega Llc,Osaka Imai,2445 Noriega St,San Francisco,CA,94122.0,9/24/14,,9/24/14,12/31/16,2445 NORIEGA ST,San Francisco,94122,CA,,,,
6464,1008160-09-141,487839,Snakebite Llc,Hecho,2200 Market St A,San Francisco,CA,94114.0,4/22/14,6/26/17,4/22/14,6/26/17,��,,,,,,,
6465,1008213-09-141,1004342,Little Skillet Llc,Little Skillet,360 Ritch St,San Francisco,CA,94107.0,9/26/14,,9/26/14,,360 RITCH ST,San Francisco,94107,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",6.0,South of Market
6466,1008262-09-141,1004367,Dirty Water Company Llc,Dirty Water,1355 Market St 488,San Francisco,CA,94103.0,9/25/14,,9/25/14,,1355 MARKET ST STE 180,San Francisco,94103,CA,D04 H26,Multiple,,
6467,1008308-09-141,1004390,Azalina's Restaurant Llc,Azalina's,1355 Market St,San Francisco,CA,94127.0,9/29/14,,9/29/14,,92 COVENTRY CT,San Francisco,94127,CA,H28 POS01,Multiple,,
6468,1008324-09-141,1003012,Guerrero Hill Project Llc,Aster,1001 Guerrero St,San Francisco,CA,94110.0,8/21/14,4/1/19,9/29/14,4/1/19,��,,,,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6469,1008331-09-141,945623,Loris Diner Intl Inc,Golden Gate Tap Room & Grill,449 Powell St,San Francisco,CA,94102.0,9/29/95,,9/1/14,,439 POWELL ST,San Francisco,94102,CA,A45 D04,Multiple,3.0,Nob Hill
6470,1008356-09-141,1004422,Facilitron Ab Llc,Pianofight,144 Taylor St,San Francisco,CA,94102.0,9/29/14,,9/29/14,,144 TAYLOR ST,San Francisco,94102,CA,H26 P23,Multiple,6.0,Tenderloin
6471,1008422-09-141,1004448,Sipa Corp,Bistro Le Bon Vivre,2193 Mission St,San Francisco,CA,94110.0,9/29/14,,9/29/14,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,,,,
6472,1008433-09-141,474036,Bigchefbrands Inc,Big Chef Tom's Belly Burgers,1550 Howard St,San Francisco,CA,94103.0,10/1/12,,6/23/14,,104 POPLAR AVE # 1,Wayne,19087,PA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6473,1008586-10-141,1004517,New  A&c Inc,King Lee's Chinese Restaurant,1426 Fillmore St,San Francisco,CA,94115.0,10/2/14,,10/2/14,,1426 FILLMORE ST STE A,San Francisco,94115,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",5.0,Western Addition
6474,1008639-10-141,1004542,Shahvali Inc,Subway Sandwiches #33847,795 Folsom St A,San Francisco,CA,94107.0,10/2/14,,10/2/14,,795 FOLSOM ST # A,San Francisco,94107,CA,H24 POS01,Multiple,6.0,South of Market
6475,1008834-10-141,1004663,North Beach Enterprises Llc,Gigi's Sotto Mare,552 Green St,San Francisco,CA,94133.0,10/1/14,,10/1/14,,2484 16TH AVE,San Francisco,94116,CA,,,,
6476,1008839-10-141,467295,Advanced Fresh Concepts Franch,Afc Sushi @ Safeway #985,2350 Noriega St,San Francisco,CA,94122.0,1/1/96,,8/3/14,,19205 S LAUREL PARK RD,Rancho Dominguez,90220,CA,H28,TAKE-OUT ESTABLISHMENT,4.0,Sunset/Parkside
6477,1008840-10-141,467295,Advanced Fresh Concepts Franch,Afc Sushi @ Safeway #2646,735 7th Ave,San Francisco,CA,94118.0,1/1/96,,9/15/14,,19205 S LAUREL PARK RD,Rancho Dominguez,90220,CA,H24,"RESTAURANT LESS THAN 1,000 SQFT",1.0,Inner Richmond
6478,1008841-10-141,467295,Advanced Fresh Concepts Franch,Afc Sushi @ Safeway #995,1335 Webster St,San Francisco,CA,94115.0,1/1/96,,9/22/14,,19205 S LAUREL PARK RD,Rancho Dominguez,90220,CA,H28,TAKE-OUT ESTABLISHMENT,5.0,Western Addition
6479,1008843-10-141,467295,Advanced Fresh Concepts Franch,Afc Sushi @ Safeway #909,730 Taraval St,San Francisco,CA,94116.0,1/1/96,,8/3/14,,19205 S LAUREL PARK RD,Rancho Dominguez,90220,CA,H28,TAKE-OUT ESTABLISHMENT,7.0,West of Twin Peaks
6480,1008845-10-141,467295,Advanced Fresh Concepts Franch,Afc Sushi @ Good Life Grocers,448 Cortland Ave,San Francisco,CA,94110.0,1/1/96,,10/6/14,,19205 S LAUREL PARK RD,Rancho Dominguez,90220,CA,H28,TAKE-OUT ESTABLISHMENT,9.0,Bernal Heights
6481,1008850-10-141,475324,Aracely Hospitality Inc,Aracely Restaurant,401 13th St,San Francisco,CA,94130.0,1/1/13,,1/1/14,,401 13TH ST,San Francisco,94130,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
6482,1008953-10-141,1004709,"Keenwawa, Inc.","Keenwawa, Inc.",89 De Boom St,San Francisco,CA,94107.0,6/1/14,,6/1/14,1/17/16,200 KANSAS ST 215 STE,San Francisco,94103,CA,,,6.0,Financial District/South Beach
6483,1008983-10-141,1004727,Rock Enterprise,Rock Japanese Cuisine,614 Pine St,San Francisco,CA,94108.0,10/8/14,,10/8/14,,614 PINE ST,San Francisco,94108,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",3.0,Financial District/South Beach
6484,1008990-10-141,1004730,New Wing Lee Llc,Wing Lee Bbq Restaurant,501 Clement St,San Francisco,CA,94118.0,10/8/14,,10/8/14,,501 CLEMENT ST,San Francisco,94118,CA,H25 WM18,Multiple,,
6485,1008991-10-141,1004730,New Wing Lee Llc,Wei Lee Chinese Food & Donuts,700 Clement St,San Francisco,CA,94118.0,10/8/14,,10/8/14,11/10/16,501 CLEMENT ST,San Francisco,94118,CA,,,,
6486,1008999-10-141,446211,Gaucho's Table Llc,Nucha,1207 Divisadero Ave,San Francisco,CA,94115.0,2/5/10,,10/8/14,9/30/15,47 SCOTT ST,San Francisco,94117,CA,,,,
6487,1009034-10-141,1004745,Azalina's Kitchen Llc,Azalina's Kitchen,1324 Fitzgerald Ave,San Francisco,CA,94124.0,10/5/14,,10/5/14,,92 COVENTRY CT,San Francisco,94127,CA,H33,COMMISSARY,,
6488,1009039-10-141,1004749,San Francisco Japan Center Chocolate Chair Inc,Chocolate Chair Inc,1737 Post St #383,San Francisco,CA,94115.0,8/23/14,,8/23/14,9/11/14,1288 KIFER RD STE 209,Sunnyvale,94086,CA,,,,
6489,1009161-10-141,486850,Dna Beso Inc,Beso,4058 18th St,San Francisco,CA,94114.0,2/4/14,3/1/19,10/1/14,3/1/19,��,,,,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6490,1009241-10-141,373771,Altamirano Llc,Mochica,1469 18th St,San Francisco,CA,94107.0,1/21/04,,1/21/04,,1355 HOLLOWAY AVE,San Francisco,94132,CA,D04 H25 P23,Multiple,10.0,Potrero Hill
6491,1009293-10-141,1002860,Real Food Kitchen Llc,Real Food Kitchen,50 Fremont St,San Francisco,CA,94105.0,8/18/14,12/31/16,10/10/14,12/31/16,��,,,,,,,
6492,1009300-10-141,349098,Yoo Jisoo & Julie C,Julie's Kitchen,50 Post St #62-A,San Francisco,CA,94104.0,10/15/01,,10/10/14,,133 POINT LOBOS AVE,San Francisco,94121,CA,H28 WM18,Multiple,,
6493,1009391-10-141,1004900,531 Jackson St Llc,Trestle,531 Jackson St,San Francisco,CA,94133.0,10/14/14,,10/14/14,,1770 POST ST STE 188,San Francisco,94115,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
6494,1009466-10-141,1004936,Dragon Beaux Llc,Dragon Beaux Llc,5700 Geary Blvd,San Francisco,CA,94121.0,10/15/14,,10/15/14,10/15/14,5700 GEARY BLVD,San Francisco,94121,CA,,,,
6495,1009482-10-141,1004946,Op Gg Llc,Underground Grill Kings,2543 Noriega St,San Francisco,CA,94122.0,10/15/14,,10/15/14,,2211 MOSLEY AVE,Alameda,94501,CA,H25 P23,Multiple,,
6496,1009488-10-141,1004936,Dragon Beaux Llc,Dragon Beaux,5700 Geary Blvd,San Francisco,CA,94121.0,10/15/14,,10/15/14,,5700 GEARY BLVD,San Francisco,94121,CA,D04 H26,Multiple,,
6497,1009508-10-141,488713,Red Door Coffee Llc,Red Door Coffee,111 Minna St,San Francisco,CA,94105.0,4/10/14,,10/15/14,10/15/14,111 MINNA ST,San Francisco,94105,CA,,,,
6498,1009516-10-141,1004960,Salur Cem,Orson's Belly,1246 Bush St #18,San Francisco,CA,94109.0,10/15/14,,10/15/14,3/6/15,1737 BALBOA ST,San Francisco,94121,CA,,,,
6499,1009536-10-141,1004966,Abzz Snacks Llc,Abzz Snacks Llc,960 Bay St #4,San Francisco,CA,94109.0,10/15/14,,10/15/14,12/16/16,3450 3RD ST 4D STE,San Francisco,94124,CA,,,,
6500,1009657-10-141,436524,Small Potatoes Catering & Evnt,Small Potatoes Catering & Evnt,525 7th St,San Francisco,CA,94103.0,3/1/09,,3/1/09,,525 7TH ST,San Francisco,94103,CA,H30,CATERING FACILITY,6.0,South of Market
6501,1009701-10-141,1005018,"Jicama, Llc","Jicama, Llc",691 Post St 500,San Francisco,CA,94109.0,10/13/14,,10/13/14,1/13/15,162 GRATTAN ST,San Francisco,94117,CA,,,3.0,Tenderloin
6502,1009707-10-141,1005020,Quinteros Parada Irene,Emanuel Coffee,488 Haight St,San Francisco,CA,94117.0,10/16/14,10/21/19,10/16/14,10/21/19,��,,,,H24,"RESTAURANT LESS THAN 1,000 SQFT",,
6503,1009791-10-141,437081,Furano Melissa L,Sweet Melissas Personal Chef S,2309 Noriega St #3,San Francisco,CA,94122.0,4/1/09,,10/7/14,9/10/15,3821 LAWTON ST,San Francisco,94122,CA,,,,
6504,1009903-10-141,484730,Espresso Roma Corporation,Liquid Culture,170 South Van Ness St,San Francisco,CA,94103.0,1/1/13,,10/1/14,,1310 65TH ST,Emeryville,94608,CA,H28,TAKE-OUT ESTABLISHMENT,,
6505,1010018-10-141,1005167,Mayoyd Llc,Silver Cloud,1994 Lombard St,San Francisco,CA,94123.0,10/21/14,,10/21/14,,430 AVILA ST,San Francisco,94123,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
6506,1010044-10-141,168329,Bon Appetit Management Co,Presidio Commissary,101 Montgomery St,San Francisco,CA,94129.0,7/1/87,,6/1/14,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,,,,
6507,1010073-10-141,168329,Bon Appetit Management Co,Bon Appetit @ Twitter,1355 Market St 10,San Francisco,CA,94103.0,7/1/87,,6/24/14,,100 HAMILTON AVE STE 400,Palo Alto,94301,CA,H84,EMPLOYEE CAFETERIAS W/FOOD PREP,6.0,South of Market
6508,1010088-10-141,487816,Ysk Castro Inc,Slurp Noodle Bar,469 Castro St,San Francisco,CA,94114.0,9/17/13,,10/1/14,,469 CASTRO ST,San Francisco,94114,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",8.0,Castro/Upper Market
6509,1010128-10-141,1005215,Tatr Llc,Al's Place,1499 Valencia St,San Francisco,CA,94117.0,10/22/14,,10/22/14,,1499 VALENCIA ST,San Francisco,94110,CA,H26,"RESTAURANT GREATER THAN 2,000 SQFT",,
6510,1010169-10-141,1001998,Benitez Guadalupe,El Toro Tacos,551 3rd St,San Francisco,CA,94107.0,7/28/14,,10/23/14,1/7/15,1001 PHELPS ST,San Francisco,94124,CA,,,6.0,Financial District/South Beach
6511,1010180-10-141,318180,Cal Sol Concepts Llc,Pancho's Mexican Grill,3440 Geary Blvd,San Francisco,CA,94118.0,7/14/98,,7/14/98,,3440 GEARY BLVD,San Francisco,94118,CA,,,2.0,Presidio Heights
6512,1010181-10-141,318180,Cal Sol Concepts Llc,Pancho's Salsa Bar & Grill,3440 Geary Blvd,San Francisco,CA,94118.0,7/14/98,,7/14/98,,3440 GEARY BLVD,San Francisco,94118,CA,,,2.0,Presidio Heights
6513,1010221-10-141,1000913,Sunset Drift In Lounge Inc,One Up,1232 Noriega St,San Francisco,CA,94122.0,7/16/14,,10/23/14,,1232 NORIEGA ST,San Francisco,94122,CA,H86,BARS/TAVERNS W/O FOOD PREP,,
6514,1010223-10-141,481193,Ist Inc,Home Cafe,1222 Noriega St,San Francisco,CA,94122.0,8/1/13,,10/23/14,,1222 NORIEGA ST,San Francisco,94122,CA,H25,"RESTAURANT 1,000 - 2,000 SQFT",,
6515,1010283-10-141,1004745,Azalina's Kitchen Llc,Azalina's Kitchen,1750 Cesar Chavez St E,San Francisco,CA,94124.0,10/5/14,,10/5/14,,92 COVENTRY CT,San Francisco,94127,CA,,,,
6516,1010290-10-141,1005283,Senora Maritza Llc,Senora Maritza Llc,2948 Folsom St,San Francisco,CA,94110.0,10/24/14,,10/24/14,,0000 UNDELIVERABLE MAIL,San Francisco,99999,CA,H74,CATERER,,
6517,1010300-10-141,402542,Kara's Cupcakes Inc,Kara's Cupcakes,3 Embarcadero Ct R-3104,San Francisco,CA,94111.0,10/1/06,,10/24/14,,3249 SCOTT ST,San Francisco,94123,CA,H89,RETAIL BAKERIES W/O FOOD PREP,,
6518,1010304-10-141,487137,Bey Daulet M,Way To Life Foods,3251 20th Ave,San Francisco,CA,94132.0,1/1/14,3/31/18,10/26/14,3/2/15,��,,,,,,,
6519,1010308-10-141,1005289,Rainbow T Dessert Inc,Rainbow Dessert,1939 Ocean Ave,San Francisco,CA,94127.0,10/24/14,4/1/17,10/24/14,4/1/17,��,,,,,,,
6520,1010324-10-141,1005297,Glutless Llc,Glutless,141 Marview Way,San Francisco,CA,94131.0,10/24/14,,10/24/14,,141 MARVIEW WAY,San Francisco,94131,CA,H98,COTTAGE FOOD KITCHEN - TIER A (DIRECT SALES),7.0,Twin Peaks
6521,1010358-10-141,1005317,Spohn Lamia,Spohn Lamia,1343 26th Ave,San Francisco,CA,94122.0,10/24/14,,10/24/14,,1343 26TH AVE,San Francisco,94122,CA,,,4.0,Sunset/Parkside
6522,1010368-10-141,479581,Properfood Llc,Proper Food,100 First St Ga01,San Francisco,CA,94105.0,5/17/13,,5/12/14,,350 TOWNSEND ST # 682,San Francisco,94107,CA,H28 POS01,Multiple,6.0,Financial District/South Beach
6523,1010370-10-141,479581,Properfood Llc,Proper Food,5919 3rd St,San Francisco,CA,94105.0,5/17/13,,8/12/14,10/5/15,350 TOWNSEND ST # 682,San Francisco,94107,CA,,,,
6524,1010450-10-141,422493,Spice It Up Catering Svcs Llc,Spice It Up Catering Svcs Llc,2948 Folsom St,San Francisco,CA,94110.0,10/18/07,,10/27/14,,1971 OAKDALE AVE # A,San Francisco,94124,CA,H74,CATERER,,
6525,1010463-10-141,1005359,Liberty Cheesesteak,Liberty Cheesesteak,330 Berry St Unit 220,San Francisco,CA,94158.0,10/28/14,,10/28/14,,330 BERRY ST UNIT 220,San Francisco,94158,CA,D19 H79,Multiple,6.0,Mission Bay
6526,1010480-10-141,468063,Geneva Bubble Tea,Nameless Milktea & Coffee,981 Geneva Ave,San Francisco,CA,94112.0,4/1/12,,10/24/14,,981 GENEVA AVE,San Francisco,94112,CA,,,11.0,Excelsior
6527,1010542-10-141,476364,Kbgc Inc,Gourmet Catering Bay Area,2200 Jerrold Ave Ste Z,San Francisco,CA,94124.0,3/1/13,,3/1/13,,2200 JERROLD AVE STE Z,San Francisco,94124,CA,H30,CATERING FACILITY,10.0,Bayview Hunters Point
6528,1010696-10-141,1005447,Urban Remedy Inc,Urban Remedy,1957 Union St,San Francisco,CA,94123.0,10/20/14,,10/20/14,,208 S GARRARD BLVD,Richmond,94801,CA,H03 POS01,Multiple,,
